Nr wiersza;Nr zamówienia;Data zamówienia;Priorytet zamówienia;Wielkoœæ zamówienia;Rodzaj transportu;Rodzaj opakowania;Segment rynku;Nr klienta;Kategoria produktu;Podkategoria produktu;Nazwa produktu;Sprzeda¿;Cena jednostkowa;Rabat procentowy;Mar¿a podstawowa;Koszt dostawy;Zysk
19822;PL-2012-090590;2018-07-26;nieokreœlony;5;lotniczy standardowy;woreczek foliowy;korporacja;K00936;artyku³y biurowe;papier;"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book";175.245;32.445;0.02;0.38;15.365;45.395
19825;PL-2012-089912;2018-08-18;nieokreœlony;3;lotniczy standardowy;woreczek foliowy;osoba fizyczna;K00799;artyku³y biurowe;papier;Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate;425.355;132.79;0.02;0.38;17.78;774.459
19828;PL-2012-088747;2018-03-07;wysoki;9;lotniczy standardowy;ma³e pude³ko;korporacja;K03385;urz¹dzenia techniczne;akcesoria komputerowe;Logitech Internet Navigator Keyboard;1059.625;108.43;0;0.79;22.75;-97.965
19829;PL-2012-088747;2018-03-07;wysoki;7;lotniczy standardowy;ma³e pude³ko;korporacja;K03385;urz¹dzenia techniczne;telefony;Talkabout T8097;4308.605;720.965;0.07;0.58;31.465;2972.93745
19830;PL-2012-090598;2018-12-13;nieokreœlony;14;lotniczy ekspresowy;ma³e pude³ko;korporacja;K00088;urz¹dzenia techniczne;akcesoria komputerowe;Fellowes 17-key keypad for PS/2 interface;1618.19;107.555;0.02;0.75;14;296.0475
19834;PL-2012-086292;2018-07-31;œredni;4;l¹dowy;kontener;biuro w domu;K02900;artyku³y biurowe;przyrz¹dy;Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter;1024.485;240.835;0.06;0.41;210;2331.735
19856;PL-2012-087646;2018-04-23;nieokreœlony;6;lotniczy ekspresowy;ma³e pude³ko;osoba fizyczna;K03363;artyku³y biurowe;segregatory;Durable Pressboard Binders;91.77;13.3;0.07;0.38;5.215;63.3213
19857;PL-2012-086647;2018-11-07;œredni;30;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01679;artyku³y biurowe;teczki;Fellowes Strictly Business® Drawer File, Letter/Legal Size;14671.755;492.975;0.05;0.73;69.965;2390.927
19858;PL-2012-086849;2018-05-06;œredni;7;lotniczy standardowy;ma³e pude³ko;korporacja;K01865;urz¹dzenia techniczne;akcesoria komputerowe;Motorola SB4200 Cable Modem;4081.455;629.965;0.08;0.48;69.965;1694.525
19864;PL-2012-088481;2018-06-06;nieokreœlony;2;lotniczy standardowy;ma³e opakowanie;korporacja;K00427;urz¹dzenia techniczne;akcesoria komputerowe;Imation Neon Mac Format Diskettes, 10/Pack;58.87;28.42;0.07;0.77;9.905;-98.476
19865;PL-2012-088481;2018-06-06;nieokreœlony;11;lotniczy standardowy;œrednie pude³ko;korporacja;K00427;urz¹dzenia techniczne;urz¹dzenia biurowe;TI 36X Solar Scientific Calculator;931.875;83.965;0.01;0.38;22.05;642.99375
19866;PL-2012-090608;2018-01-29;krytyczny;7;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01842;artyku³y biurowe;papier;Staples Copy Paper (20Lb. and 84 Bright);126.945;17.43;0.04;0.38;16.45;-220.7324
19867;PL-2012-090615;2018-10-13;nieokreœlony;10;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K01683;urz¹dzenia techniczne;akcesoria komputerowe;Memorex 80 Minute CD-R Spindle, 100/Pack;1546.09;153.93;0.07;0.44;6.965;1050.9758
19869;PL-2012-090619;2018-01-08;wysoki;6;lotniczy standardowy;œrednie pude³ko;korporacja;K02558;urz¹dzenia techniczne;telefony;1726 Digital Answering Machine;381.92;73.465;0.01;0.58;16.835;2.25036
19871;PL-2012-087036;2018-10-16;nieokreœlony;1;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02510;artyku³y biurowe;teczki;Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black;202.23;185.465;0.09;0.81;69.965;-458.8542
19872;PL-2012-087036;2018-10-16;nieokreœlony;14;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02519;urz¹dzenia techniczne;akcesoria komputerowe;Fellowes 17-key keypad for PS/2 interface;1536.955;107.555;0.05;0.75;14;35.2912
19873;PL-2012-087036;2018-10-16;nieokreœlony;21;lotniczy ekspresowy;ma³e pude³ko;biuro w domu;K02518;artyku³y biurowe;segregatory;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";361.69;17.185;0.09;0.36;19.88;-558.89379
19878;PL-2012-086936;2018-05-30;niski;15;lotniczy standardowy;woreczek foliowy;biuro w domu;K02017;artyku³y biurowe;papier;"It's Hot Message Books with Stickers, 2 3/4"" x 5""";405.405;25.9;0.03;0.4;5.985;279.72945
19879;PL-2012-089027;2018-05-23;wysoki;12;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K03188;artyku³y biurowe;etykiety;Avery 510;154;13.125;0.09;0.37;1.75;106.26
19880;PL-2012-089027;2018-05-23;wysoki;10;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K03188;urz¹dzenia techniczne;telefony;T193;1923.95;230.965;0.02;0.57;17.465;837.3645
19881;PL-2012-089027;2018-05-23;wysoki;11;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K03186;urz¹dzenia techniczne;akcesoria komputerowe;Hewlett-Packard 4.7GB DVD+R Discs;322.385;29.75;0.06;0.49;6.965;-249.704
19882;PL-2012-089027;2018-05-23;wysoki;6;lotniczy standardowy;woreczek foliowy;osoba fizyczna;K03186;artyku³y biurowe;spinacze i zszywki;Stockwell Push Pins;45.85;7.63;0.04;0.52;2.73;-1474.189417
19883;PL-2012-089027;2018-05-23;wysoki;12;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K03186;artyku³y biurowe;teczki;Recycled Eldon Regeneration Jumbo File;548.625;42.98;0.02;0.57;21.455;-2041.83
19899;PL-2012-089974;2018-11-18;krytyczny;10;lotniczy standardowy;ma³e opakowanie;ma³a firma;K02223;urz¹dzenia techniczne;akcesoria komputerowe;80 Minute CD-R Spindle, 100/Pack - Staples;1285.095;138.18;0.07;0.54;6.965;22.869
19900;PL-2012-089974;2018-11-18;krytyczny;31;lotniczy ekspresowy;ma³e pude³ko;ma³a firma;K02223;artyku³y biurowe;etykiety;Avery 479;322.28;9.135;0.09;0.39;1.75;222.3732
19901;PL-2012-089974;2018-11-18;krytyczny;11;lotniczy standardowy;du¿e pude³ko;ma³a firma;K02223;artyku³y biurowe;teczki;Tennsco Commercial Shelving;933.73;71.19;0;0.84;122.5;253.274
19916;PL-2012-088331;2018-05-09;nieokreœlony;4;lotniczy standardowy;woreczek foliowy;ma³a firma;K03247;artyku³y biurowe;papier;Spiral Phone Message Books with Labels by Adams;61.705;15.68;0.08;0.36;4.27;23.765
19919;PL-2012-090642;2018-06-21;œredni;3;lotniczy standardowy;ma³e pude³ko;korporacja;K01038;artyku³y biurowe;segregatory;GBC Standard Plastic Binding Systems' Combs;72.205;21.98;0.05;0.4;18.76;-297.871
19920;PL-2012-090642;2018-06-21;œredni;3;lotniczy standardowy;ma³e pude³ko;korporacja;K01038;artyku³y biurowe;koperty;Security-Tint Envelopes;77.49;26.74;0.06;0.36;4.865;257.103
19921;PL-2012-090642;2018-06-21;œredni;14;lotniczy standardowy;ma³e pude³ko;korporacja;K01038;artyku³y biurowe;etykiety;Avery 520;142.66;11.025;0.08;0.37;1.75;-13.9748
19924;PL-2012-087209;2018-08-26;wysoki;13;lotniczy standardowy;œrednie pude³ko;korporacja;K02527;artyku³y biurowe;przyrz¹dy;Holmes 99% HEPA Air Purifier;937.72;75.81;0.08;0.52;48.965;4371.108
19925;PL-2012-087209;2018-08-26;wysoki;20;lotniczy standardowy;ma³e opakowanie;korporacja;K02527;urz¹dzenia techniczne;telefony;Accessory9;2183.58;125.965;0.01;0.39;11.55;-163.66
19926;PL-2012-087209;2018-08-26;wysoki;5;lotniczy standardowy;ma³e pude³ko;korporacja;K02527;urz¹dzenia techniczne;telefony;LX 788;2181.13;545.965;0.06;0.58;31.465;248.472
19927;PL-2012-087209;2018-08-26;wysoki;5;l¹dowy;wielkie pud³o;korporacja;K02525;meble;sto³y;BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables;2990.61;765.625;0.05;0.72;243.74;-378.672
19931;PL-2012-086476;2018-12-01;krytyczny;2;lotniczy standardowy;ma³e opakowanie;ma³a firma;K03030;meble;wyposa¿enie wnêtrza;"Executive Impressions 14""";165.27;77.805;0.05;0.41;17.78;13.8075
19935;PL-2012-090651;2018-08-11;wysoki;3;lotniczy standardowy;woreczek foliowy;korporacja;K00174;artyku³y biurowe;akcesoria piœmiennicze;*Staples* Highlighting Markers;55.965;16.94;0;0.52;2.485;26.0554
19940;PL-2012-089614;2018-11-20;wysoki;37;lotniczy standardowy;ma³e pude³ko;ma³a firma;K02333;artyku³y biurowe;teczki;Project Tote Personal File;1808.1;49.105;0.02;0.56;32.795;120.19
19949;PL-2012-090679;2018-01-23;niski;3;lotniczy standardowy;woreczek foliowy;osoba fizyczna;K01665;urz¹dzenia techniczne;telefony;Accessory34;771.925;300.965;0.06;0.55;3.465;-46.3078
19960;PL-2012-088049;2018-06-06;wysoki;11;lotniczy ekspresowy;ma³e pude³ko;osoba fizyczna;K00216;artyku³y biurowe;etykiety;Avery White Multi-Purpose Labels;206.22;17.43;0.08;0.39;1.715;142.2918
19962;PL-2012-088107;2018-02-20;nieokreœlony;9;lotniczy standardowy;ma³e pude³ko;korporacja;K01131;artyku³y biurowe;segregatory;Acco D-Ring Binder w/DublLock®;622.23;74.83;0.08;0.36;10.465;429.3387
19963;PL-2012-088107;2018-02-20;nieokreœlony;12;lotniczy standardowy;ma³e pude³ko;korporacja;K01131;artyku³y biurowe;papier;Xerox 1948;435.89;34.965;0.03;0.4;17.92;142.135
19964;PL-2012-087456;2018-05-17;nieokreœlony;17;lotniczy standardowy;ma³e opakowanie;ma³a firma;K02530;artyku³y biurowe;akcesoria piœmiennicze;Sanford 52201 APSCO Electric Pencil Sharpener;2325.75;143.395;0.06;0.59;31.465;688.03
19965;PL-2012-087456;2018-05-17;nieokreœlony;2;lotniczy standardowy;du¿e pude³ko;ma³a firma;K02530;artyku³y biurowe;teczki;Tennsco Regal Shelving Units;756.315;354.935;0.06;0.82;122.5;-886.83
19966;PL-2012-087456;2018-05-17;nieokreœlony;15;lotniczy standardowy;ma³e opakowanie;ma³a firma;K02530;urz¹dzenia techniczne;telefony;Accessory32;2671.445;195.965;0.01;0.35;4.375;1843.29705
19968;PL-2012-088076;2018-10-06;wysoki;14;l¹dowy;wielkie pud³o;biuro w domu;K00055;meble;sto³y;Hon 61000 Series Interactive Training Tables;2333.205;155.505;0.03;0.67;163.065;-5296.427136
19969;PL-2012-088077;2018-10-20;niski;6;l¹dowy;wielkie pud³o;osoba fizyczna;K00055;meble;szafki;O'Sullivan Elevations Bookcase, Cherry Finish;2851.1;458.43;0.07;0.69;191.59;-1449.63
19970;PL-2012-088077;2018-10-20;niski;23;lotniczy standardowy;woreczek foliowy;osoba fizyczna;K00056;artyku³y biurowe;papier;TOPS Voice Message Log Book, Flash Format;383.74;16.66;0.04;0.36;10.535;-27.8208
19980;PL-2012-089223;2018-08-25;nieokreœlony;2;lotniczy standardowy;woreczek foliowy;korporacja;K02453;artyku³y biurowe;spinacze i zszywki;OIC Thumb-Tacks;9.31;3.99;0;0.38;2.45;-241.79785
19981;PL-2012-087798;2018-05-31;niski;9;lotniczy standardowy;ma³e pude³ko;biuro w domu;K03304;meble;wyposa¿enie wnêtrza;Eldon® Image Series Desk Accessories, Burgundy;135.345;14.63;0.06;0.49;24.22;-333.935
19982;PL-2012-087798;2018-05-31;niski;13;lotniczy standardowy;ma³e opakowanie;biuro w domu;K03304;urz¹dzenia techniczne;telefony;Accessory24;2078.79;195.965;0.04;0.59;11.55;1038.303
19983;PL-2012-087798;2018-05-31;niski;11;lotniczy standardowy;ma³e pude³ko;biuro w domu;K03304;urz¹dzenia techniczne;telefony;Accessory27;1202.495;125.965;0.05;0.85;17.5;-555.1315
19984;PL-2012-090692;2018-03-07;nieokreœlony;2;lotniczy standardowy;ma³e pude³ko;biuro w domu;K03183;artyku³y biurowe;segregatory;"Avery Trapezoid Extra Heavy Duty 4"" Binders";307.545;146.79;0.03;0.35;10.465;212.20605
19985;PL-2012-090692;2018-03-07;nieokreœlony;4;lotniczy standardowy;ma³e pude³ko;biuro w domu;K03183;artyku³y biurowe;papier;Xerox 1927;64.855;14.98;0.08;0.4;23.52;-242.69
19986;PL-2012-090692;2018-03-07;nieokreœlony;11;lotniczy standardowy;ma³e pude³ko;biuro w domu;K03183;artyku³y biurowe;papier;Xerox 1953;166.845;14.98;0.09;0.4;20.09;-521.045
19998;PL-2012-090707;2018-02-11;krytyczny;4;lotniczy standardowy;ma³e opakowanie;ma³a firma;K00496;artyku³y biurowe;akcesoria piœmiennicze;Boston Model 1800 Electric Pencil Sharpener, Gray;373.94;98.525;0.1;0.55;21.595;68.46
20004;PL-2012-089597;2018-06-13;niski;8;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01360;artyku³y biurowe;segregatory;Economy Binders;59.115;7.28;0.04;0.36;5.215;-21.6384
20005;PL-2012-089597;2018-06-13;niski;2;l¹dowy;kontener;osoba fizyczna;K01360;meble;krzes³a;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;1143.52;563.43;0.06;0.62;105;-525.7
20009;PL-2012-090716;2018-01-31;niski;9;l¹dowy;kontener;ma³a firma;K02371;urz¹dzenia techniczne;urz¹dzenia biurowe;Hewlett-Packard Deskjet 6122 Color Inkjet Printer;6096.335;703.395;0.1;0.36;54.565;4206.47115
20014;PL-2012-090726;2018-01-31;œredni;2;lotniczy standardowy;ma³e pude³ko;korporacja;K02761;artyku³y biurowe;papier;Xerox 1978;44.065;20.23;0.07;0.36;19.845;-94.4818
20015;PL-2012-090726;2018-01-31;œredni;13;lotniczy standardowy;ma³e pude³ko;korporacja;K02763;artyku³y biurowe;koperty;Airmail Envelopes;3523.87;293.755;0.1;0.38;69.965;2431.4703
20020;PL-2012-089067;2018-10-14;œredni;1;l¹dowy;kontener;ma³a firma;K01657;meble;krzes³a;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;645.61;563.43;0.05;0.62;105;-401.9274
20021;PL-2012-090736;2018-03-08;œredni;9;lotniczy standardowy;œrednie pude³ko;korporacja;K00646;urz¹dzenia techniczne;urz¹dzenia biurowe;Canon MP41DH Printing Calculator;4776.8;528.43;0.07;0.38;48.965;3295.992
20022;PL-2012-090736;2018-03-08;œredni;5;l¹dowy;kontener;korporacja;K00646;artyku³y biurowe;teczki;Tennsco Lockers, Gray;398.44;73.43;0.06;0.78;185.605;-3263.925
20023;PL-2012-090736;2018-03-08;œredni;9;lotniczy ekspresowy;woreczek foliowy;korporacja;K00646;urz¹dzenia techniczne;telefony;Accessory4;2096.675;300.965;0.1;0.85;3.465;-1085.854
20032;PL-2012-090746;2018-11-14;niski;24;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01479;urz¹dzenia techniczne;akcesoria komputerowe;Microsoft Internet Keyboard;1724.975;73.395;0.06;0.78;22.75;104.209
20037;PL-2012-090762;2018-09-20;niski;20;l¹dowy;kontener;biuro w domu;K02023;meble;krzes³a;Global Leather Task Chair, Black;6076.35;314.965;0.1;0.66;147;-2876.545
20038;PL-2012-090762;2018-09-20;niski;19;lotniczy standardowy;woreczek foliowy;biuro w domu;K02023;meble;wyposa¿enie wnêtrza;Master Caster Door Stop, Brown;330.575;17.78;0.05;0.51;7.105;87.045
20042;PL-2012-086286;2018-07-18;œredni;14;lotniczy standardowy;ma³e pude³ko;korporacja;K03331;urz¹dzenia techniczne;akcesoria komputerowe;Logitech Access Keyboard;794.64;55.93;0.02;0.37;14;110.2059
20043;PL-2012-089599;2018-10-01;nieokreœlony;10;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01360;artyku³y biurowe;teczki;X-Rack™ File for Hanging Folders;391.3;39.515;0.03;0.59;17.605;-127.8396
20047;PL-2012-088803;2018-08-30;krytyczny;18;lotniczy ekspresowy;ma³e pude³ko;korporacja;K02007;artyku³y biurowe;segregatory;GBC VeloBinder Strips;492.345;26.88;0.03;0.35;21.56;-120.78703
20048;PL-2012-088803;2018-08-30;krytyczny;16;lotniczy standardowy;ma³e pude³ko;korporacja;K02007;meble;wyposa¿enie wnêtrza;Staples Plastic Wall Frames;426.615;27.86;0.07;0.41;17.325;-66.9032
20051;PL-2012-088800;2018-01-24;nieokreœlony;10;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02006;urz¹dzenia techniczne;akcesoria komputerowe;IBM Numeric Access II Keypad, 17-Key, Black;1220.45;125.195;0.06;0.75;31.57;-782.1982
20061;PL-2012-088242;2018-01-05;wysoki;8;lotniczy standardowy;woreczek foliowy;osoba fizyczna;K03076;artyku³y biurowe;akcesoria piœmiennicze;Avery Hi-Liter Pen Style Six-Color Fluorescent Set;100.695;13.475;0.09;0.44;2.45;69.47955
20062;PL-2012-088242;2018-01-05;wysoki;11;lotniczy ekspresowy;ma³e pude³ko;osoba fizyczna;K03076;urz¹dzenia techniczne;telefony;5170;2032.45;230.965;0.1;0.59;14.7;1208.65878
20067;PL-2012-087514;2018-11-29;nieokreœlony;31;lotniczy ekspresowy;ma³e pude³ko;osoba fizyczna;K02949;artyku³y biurowe;przyrz¹dy;Belkin 6 Outlet Metallic Surge Strip;1284.605;38.115;0;0.59;15.75;92.862
20068;PL-2012-087514;2018-11-29;nieokreœlony;16;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02949;artyku³y biurowe;koperty;Staples Brown Kraft Recycled Clasp Envelopes;343;19.53;0.03;0.35;18.55;22.82
20069;PL-2012-088221;2018-02-14;œredni;7;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02048;urz¹dzenia techniczne;telefony;TIMEPORT P8767;1331.645;230.965;0.05;0.57;13.965;918.83505
20070;PL-2012-086352;2018-01-25;nieokreœlony;12;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00562;artyku³y biurowe;przyrz¹dy;Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection;7929.88;726.18;0.09;0.55;3.465;5471.6172
20071;PL-2012-086352;2018-01-25;nieokreœlony;7;l¹dowy;wielkie pud³o;biuro w domu;K00562;meble;szafki;O'Sullivan 3-Shelf Heavy-Duty Bookcases;1437.415;203.49;0.07;0.61;128.135;-2075.4748
20078;PL-2012-089745;2018-04-28;niski;6;lotniczy standardowy;ma³e pude³ko;korporacja;K02816;artyku³y biurowe;teczki;Tenex Personal Self-Stacking Standard File Box, Black/Gray;342.335;59.185;0.07;0.58;21.875;-97.93
20079;PL-2012-090788;2018-04-30;nieokreœlony;11;lotniczy ekspresowy;ma³e pude³ko;korporacja;K01720;artyku³y biurowe;segregatory;Avery Poly Binder Pockets;153.055;12.53;0.06;0.37;19.145;-7672.861
20080;PL-2012-090788;2018-04-30;nieokreœlony;12;lotniczy standardowy;ma³e opakowanie;korporacja;K01720;meble;wyposa¿enie wnêtrza;Eldon Pizzaz™ Desk Accessories;90.825;7.805;0.1;0.41;15.995;-2186.919
20081;PL-2012-090788;2018-04-30;nieokreœlony;5;l¹dowy;wielkie pud³o;korporacja;K01720;meble;sto³y;Bevis 36 x 72 Conference Tables;2355.605;435.715;0.01;0.63;181.79;-348.3557
20088;PL-2012-088735;2018-09-26;niski;22;lotniczy standardowy;ma³e opakowanie;ma³a firma;K01391;artyku³y biurowe;akcesoria piœmiennicze;Staples Battery-Operated Desktop Pencil Sharpener;842.205;36.68;0.03;0.6;10.115;222.25
20092;PL-2012-088767;2018-05-27;krytyczny;5;l¹dowy;wielkie pud³o;korporacja;K02720;meble;szafki;Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish;15054.865;3083.43;0.07;0.62;155.925;-651.357
20093;PL-2012-088767;2018-05-27;krytyczny;5;lotniczy standardowy;ma³e pude³ko;korporacja;K02720;artyku³y biurowe;teczki;Tenex Personal Project File with Scoop Front Design, Black;243.915;47.18;0;0.59;15.785;-2007.971
20095;PL-2012-086772;2018-10-26;œredni;4;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01121;artyku³y biurowe;teczki;Multi-Use Personal File Cart and Caster Set, Three Stacking Bins;489.615;121.66;0.07;0.57;28.77;-52.9956
20096;PL-2012-086772;2018-10-26;œredni;4;l¹dowy;wielkie pud³o;biuro w domu;K01121;meble;sto³y;Anderson Hickey Conga Table Tops & Accessories;269.885;53.305;0.03;0.76;97.125;-606.2742
20101;PL-2012-087099;2018-02-10;œredni;3;l¹dowy;wielkie pud³o;korporacja;K03163;meble;szafki;O'Sullivan 3-Shelf Heavy-Duty Bookcases;664.79;203.49;0.05;0.61;128.135;-713.65
20102;PL-2012-089975;2018-11-25;wysoki;40;lotniczy standardowy;ma³e pude³ko;ma³a firma;K02223;meble;wyposa¿enie wnêtrza;Eldon Expressions Mahogany Wood Desk Collection;913.78;21.84;0.03;0.6;18.27;71.442
20105;PL-2012-089382;2018-08-20;nieokreœlony;5;l¹dowy;kontener;ma³a firma;K02085;meble;krzes³a;Global High-Back Leather Tilter, Burgundy;2193.415;430.465;0.07;0.74;245.7;-561.442
20109;PL-2012-090633;2018-11-09;wysoki;28;lotniczy standardowy;ma³e pude³ko;korporacja;K01889;artyku³y biurowe;papier;Xerox 1899;614.74;20.23;0.01;0.36;17.36;25.83
20110;PL-2012-089592;2018-01-15;œredni;11;lotniczy standardowy;ma³e pude³ko;ma³a firma;K01216;urz¹dzenia techniczne;akcesoria komputerowe;Logitech Cordless Navigator Duo;3211.25;283.43;0;0.48;25.13;2215.7625
20111;PL-2012-089592;2018-01-15;œredni;6;lotniczy standardowy;ma³e pude³ko;ma³a firma;K01216;artyku³y biurowe;papier;Xerox 1917;1032.465;171.185;0.01;0.38;20.895;712.40085
20118;PL-2012-090082;2018-12-14;nieokreœlony;5;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02130;urz¹dzenia techniczne;akcesoria komputerowe;Fellowes Basic 104-Key Keyboard, Platinum;367.045;73.325;0.08;0.65;20.965;-120.33
20119;PL-2012-090082;2018-12-14;nieokreœlony;21;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02130;artyku³y biurowe;papier;Xerox 212;479.325;22.68;0.06;0.37;29.4;-359.415
20120;PL-2012-090082;2018-12-14;nieokreœlony;15;lotniczy standardowy;woreczek foliowy;biuro w domu;K02130;artyku³y biurowe;akcesoria piœmiennicze;Binney & Smith inkTank™ Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box;141.12;8.82;0.06;0.44;14.98;-155.9775
20121;PL-2012-090082;2018-12-14;nieokreœlony;11;lotniczy standardowy;ma³e opakowanie;biuro w domu;K02130;artyku³y biurowe;no¿yczki i linijki;Fiskars® Softgrip Scissors;439.88;38.43;0.04;0.57;11.795;101.64
20122;PL-2012-090082;2018-12-14;nieokreœlony;5;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02130;artyku³y biurowe;teczki;Project Tote Personal File;248.78;49.105;0.09;0.56;32.795;-101.815
20128;PL-2012-090808;2018-07-09;wysoki;11;lotniczy ekspresowy;woreczek foliowy;osoba fizyczna;K00901;meble;wyposa¿enie wnêtrza;Eldon Radial Chair Mat for Low to Medium Pile Carpets;1434.055;139.93;0.09;0.65;32.2;539.56
20131;PL-2012-087433;2018-11-04;niski;30;l¹dowy;wielkie pud³o;ma³a firma;K02799;meble;szafki;Bush Mission Pointe Library;15861.475;528.43;0.05;0.65;231.945;538.335
20132;PL-2012-090816;2018-03-12;nieokreœlony;5;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K03220;urz¹dzenia techniczne;telefony;StarTAC ST7868;1821.645;440.965;0.1;0.55;31.465;-19.796
20133;PL-2012-090816;2018-03-12;nieokreœlony;3;lotniczy ekspresowy;ma³e pude³ko;osoba fizyczna;K03221;urz¹dzenia techniczne;telefony;M3682;1158.115;440.965;0;0.57;28.28;257.838
20139;PL-2012-087523;2018-07-25;krytyczny;5;lotniczy standardowy;œrednie pude³ko;osoba fizyczna;K01171;meble;krzes³a;SAFCO Folding Chair Trolley;2322.915;448.84;0.01;NA;44.275;1602.81135
20140;PL-2012-087523;2018-07-25;krytyczny;2;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K01171;urz¹dzenia techniczne;telefony;Accessory13;222.25;125.965;0.03;0.57;4.375;-272.657
20143;PL-2012-087606;2018-09-13;krytyczny;10;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01315;artyku³y biurowe;segregatory;"Avery® Durable Plastic 1"" Binders";168.56;15.89;0.02;0.36;20.405;-260.4175
20144;PL-2012-087606;2018-09-13;krytyczny;8;lotniczy standardowy;ma³e opakowanie;biuro w domu;K01315;urz¹dzenia techniczne;akcesoria komputerowe;Imation IBM Formatted Diskettes, 100/Pack;818.93;99.68;0.02;0.7;31.465;-378.49
20146;PL-2012-090080;2018-05-30;nieokreœlony;2;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02131;artyku³y biurowe;segregatory;Ibico Laser Imprintable Binding System Covers;375.34;183.4;0.1;0.39;56.385;-9.53925
20147;PL-2012-090822;2018-09-17;œredni;12;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K03176;urz¹dzenia techniczne;akcesoria komputerowe;Memorex 4.7GB DVD-RAM, 3/Pack;1237.32;111.23;0.1;0.42;6.965;-50.862
20148;PL-2012-087796;2018-02-06;krytyczny;11;lotniczy ekspresowy;ma³e opakowanie;biuro w domu;K03304;urz¹dzenia techniczne;akcesoria komputerowe;DS/HD IBM Formatted Diskettes, 10/Pack - Staples;204.715;17.43;0;0.64;15.12;-391.615
20149;PL-2012-087796;2018-02-06;krytyczny;7;lotniczy standardowy;ma³e pude³ko;biuro w domu;K03304;urz¹dzenia techniczne;akcesoria komputerowe;Targus USB Numeric Keypad;995.225;143.43;0.07;0.74;22.75;-188.335
20150;PL-2012-087796;2018-02-06;krytyczny;11;lotniczy standardowy;woreczek foliowy;biuro w domu;K03304;artyku³y biurowe;akcesoria piœmiennicze;12 Colored Short Pencils;109.165;9.1;0.01;0.58;8.4;-179.55
20158;PL-2012-090116;2018-07-24;niski;14;lotniczy ekspresowy;ma³e pude³ko;korporacja;K01279;artyku³y biurowe;papier;Xerox 1920;299.425;20.93;0.04;0.4;26.25;-677.18
20164;PL-2012-089946;2018-08-04;œredni;4;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01776;artyku³y biurowe;papier;Xerox 1928;79.24;18.48;0.06;0.4;21.91;-63.6636
20165;PL-2012-089946;2018-08-04;œredni;20;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01776;artyku³y biurowe;papier;Xerox 1939;1261.26;66.395;0.08;0.37;33.39;136.0786
20166;PL-2012-089946;2018-08-04;œredni;6;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01776;urz¹dzenia techniczne;telefony;StarTAC 7760;1173.69;230.965;0.06;0.59;13.965;-20.74072
20186;PL-2012-086669;2018-03-21;krytyczny;4;lotniczy standardowy;ma³e pude³ko;korporacja;K01592;artyku³y biurowe;papier;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box;733.95;194.18;0.09;0.37;23.765;506.4255
20189;PL-2012-090838;2018-05-06;wysoki;3;lotniczy standardowy;ma³e pude³ko;ma³a firma;K00290;artyku³y biurowe;segregatory;Ibico Presentation Index for Binding Systems;50.435;13.93;0;0.38;18.41;-103.362
