Nr wiersza;Nr zamówienia;Data zamówienia;Priorytet zamówienia;Wielkoœæ zamówienia;Rodzaj transportu;Rodzaj opakowania;Segment rynku;Nr klienta;Kategoria produktu;Podkategoria produktu;Nazwa produktu;Sprzeda¿;Cena jednostkowa;Rabat procentowy;Mar¿a podstawowa;Koszt dostawy;Zysk
19622;PL-2013-085902;2019-02-05;nieokreœlony;5;lotniczy standardowy;œrednie pude³ko;biuro w domu;K01917;urz¹dzenia techniczne;telefony;SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp;451.5;101.465;0.01;0.56;30.065;26.796
19634;PL-2013-090413;2019-09-12;niski;11;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K02368;artyku³y biurowe;no¿yczki i linijki;Acme Galleria® Hot Forged Steel Scissors with Colored Handles;614.74;55.055;0.08;0.56;25.97;709.737
19645;PL-2013-087251;2019-07-03;wysoki;16;lotniczy standardowy;œrednie pude³ko;biuro w domu;K01748;meble;wyposa¿enie wnêtrza;"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""";6019.265;376.355;0.02;0.65;20.335;4153.29285
19653;PL-2013-089918;2019-06-15;wysoki;9;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00691;artyku³y biurowe;segregatory;Avery Reinforcements for Hole-Punch Pages;73.85;6.93;0.01;0.4;16.695;-217.5754
19659;PL-2013-089852;2019-03-16;niski;9;lotniczy standardowy;woreczek foliowy;korporacja;K00696;artyku³y biurowe;akcesoria piœmiennicze;Avery Hi-Liter® Fluorescent Desk Style Markers;111.265;11.83;0.04;0.48;2.975;76.77285
19664;PL-2013-086704;2019-04-13;krytyczny;12;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02249;artyku³y biurowe;segregatory;Wilson Jones Impact Binders;205.765;18.13;0.08;0.36;20.09;-510.00775
19667;PL-2013-086760;2019-06-30;niski;6;lotniczy standardowy;woreczek foliowy;osoba fizyczna;K02417;artyku³y biurowe;papier;"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book";202.825;32.445;0.04;0.38;15.365;619.4286
19669;PL-2013-087849;2019-02-06;œredni;8;lotniczy standardowy;ma³e pude³ko;ma³a firma;K01041;urz¹dzenia techniczne;telefony;5125;4606.56;703.465;0.1;0.59;28.28;2523.339
19682;PL-2013-090446;2019-12-09;nieokreœlony;19;lotniczy standardowy;woreczek foliowy;osoba fizyczna;K01408;meble;wyposa¿enie wnêtrza;Flat Face Poster Frame;1233.295;65.94;0.04;0.43;12.67;850.97355
19683;PL-2013-090446;2019-12-09;nieokreœlony;21;lotniczy standardowy;woreczek foliowy;osoba fizyczna;K01408;urz¹dzenia techniczne;telefony;Accessory41;2230.41;125.965;0.05;0.38;20.965;1538.9829
19687;PL-2013-087969;2019-03-01;krytyczny;5;lotniczy standardowy;ma³e pude³ko;korporacja;K02256;urz¹dzenia techniczne;telefony;R380;3090.29;685.965;0;0.58;13.965;2867.0922
19690;PL-2013-086963;2019-12-14;niski;1;lotniczy standardowy;ma³e pude³ko;korporacja;K01827;artyku³y biurowe;segregatory;Wilson Jones® Four-Pocket Poly Binders;33.25;22.89;0.01;0.36;18.445;-18.776625
19691;PL-2013-086963;2019-12-14;niski;25;lotniczy standardowy;ma³e pude³ko;korporacja;K01827;artyku³y biurowe;teczki;Dual Level, Single-Width Filing Carts;14506.66;542.71;0.01;0.59;24.745;10009.5954
19708;PL-2013-089864;2019-12-10;niski;23;l¹dowy;wielkie pud³o;biuro w domu;K01781;meble;sto³y;Hon iLevel™ Computer Training Table;2169.79;111.16;0.02;0.65;159.285;-2556.3475
19709;PL-2013-090454;2019-07-06;wysoki;4;lotniczy standardowy;ma³e pude³ko;korporacja;K00862;artyku³y biurowe;przyrz¹dy;Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection;601.58;138.18;0;0.56;13.965;415.0902
19710;PL-2013-090357;2019-12-24;niski;13;lotniczy standardowy;œrednie pude³ko;korporacja;K00482;urz¹dzenia techniczne;urz¹dzenia biurowe;Canon BP1200DH 12-Digit Bubble Jet Printing Calculator;5495.315;423.395;0.04;0.36;24.885;3791.76735
19712;PL-2013-086404;2019-06-18;wysoki;13;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01462;artyku³y biurowe;koperty;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";415.625;30.59;0;0.38;4.865;286.78125
19713;PL-2013-086210;2019-12-20;krytyczny;18;l¹dowy;wielkie pud³o;korporacja;K03297;meble;sto³y;Anderson Hickey Conga Table Tops & Accessories;970.585;53.305;0.05;0.76;97.125;61.1674875
19714;PL-2013-090288;2019-05-11;krytyczny;14;lotniczy ekspresowy;œrednie pude³ko;ma³a firma;K01616;meble;wyposa¿enie wnêtrza;Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting;4677.995;322.805;0.03;0.67;138.635;-1393.385
19715;PL-2013-088225;2019-04-02;nieokreœlony;9;lotniczy standardowy;ma³e pude³ko;korporacja;K02048;artyku³y biurowe;segregatory;Plastic Binding Combs;505.715;53.025;0.02;0.38;35.455;-100.3835
19716;PL-2013-088225;2019-04-02;nieokreœlony;1;lotniczy standardowy;ma³e pude³ko;korporacja;K02048;meble;wyposa¿enie wnêtrza;Eldon® Expressions™ Wood Desk Accessories, Oak;32.2;25.83;0;0.56;18.235;22.218
19717;PL-2013-090465;2019-02-02;krytyczny;1;lotniczy standardowy;ma³e pude³ko;ma³a firma;K03316;meble;wyposa¿enie wnêtrza;"Seth Thomas 14"" Putty-Colored Wall Clock";108.36;102.69;0.05;0.54;202.545;-1.295
19719;PL-2013-088343;2019-05-28;nieokreœlony;14;lotniczy standardowy;ma³e pude³ko;korporacja;K01952;artyku³y biurowe;papier;Xerox 1978;285.18;20.23;0.03;0.36;19.845;62.328
19720;PL-2013-088343;2019-05-28;nieokreœlony;5;lotniczy standardowy;ma³e pude³ko;korporacja;K01952;artyku³y biurowe;teczki;Pizazz® Global Quick File™;281.855;52.395;0;0.57;26.285;72.828
19721;PL-2013-088343;2019-05-28;nieokreœlony;18;lotniczy standardowy;ma³e pude³ko;korporacja;K01953;artyku³y biurowe;przyrz¹dy;Hoover Replacement Belts For Soft Guard™ & Commercial Ltweight Upright Vacs, 2/Pk;236.11;13.825;0.08;0.59;17.955;-584.71
19727;PL-2013-086801;2019-10-15;krytyczny;6;lotniczy standardowy;œrednie pude³ko;korporacja;K03132;urz¹dzenia techniczne;urz¹dzenia biurowe;Polycom ViewStation™ Adapter H323 Videoconferencing Unit;38639.09;6783.07;0.06;0.38;48.965;17137.2908
19730;PL-2013-089013;2019-11-08;krytyczny;28;lotniczy standardowy;ma³e pude³ko;ma³a firma;K01025;artyku³y biurowe;segregatory;GBC Plastic Binding Combs;713.545;25.83;0.07;0.36;40.285;188.86105
19731;PL-2013-089013;2019-11-08;krytyczny;20;l¹dowy;kontener;ma³a firma;K01025;meble;krzes³a;Global Commerce™ Series High-Back Swivel/Tilt Chairs;19840.24;997.43;0.08;0.6;243.425;3538.15
19740;PL-2013-089350;2019-07-10;krytyczny;12;lotniczy standardowy;ma³e opakowanie;korporacja;K00718;urz¹dzenia techniczne;akcesoria komputerowe;IBM 80 Minute CD-R Spindle, 50/Pack;844.55;73.115;0.04;0.48;6.965;582.7395
19741;PL-2013-089350;2019-07-10;krytyczny;4;lotniczy standardowy;ma³e opakowanie;korporacja;K00718;urz¹dzenia techniczne;telefony;Accessory31;453.67;125.965;0.01;0.35;3.465;313.0323
19746;PL-2013-090495;2019-02-20;wysoki;9;l¹dowy;wielkie pud³o;korporacja;K00918;meble;szafki;Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled;3131.03;353.43;0.08;0.78;200.83;-4693.885
19747;PL-2013-090495;2019-02-20;wysoki;12;lotniczy standardowy;ma³e pude³ko;korporacja;K00919;artyku³y biurowe;przyrz¹dy;Kensington 6 Outlet SmartSocket Surge Protector;1692.565;143.43;0.04;0.6;25.2;964.25
19753;PL-2013-089661;2019-06-16;nieokreœlony;2;lotniczy standardowy;woreczek foliowy;biuro w domu;K02584;artyku³y biurowe;papier;White GlueTop Scratch Pads;98.455;52.64;0.1;0.39;6.895;4.494
19757;PL-2013-090527;2019-10-15;œredni;6;lotniczy ekspresowy;ma³e pude³ko;biuro w domu;K01813;artyku³y biurowe;segregatory;"Mead 1st Gear 2"" Zipper Binder, Asst. Colors";306.915;45.395;0.03;0.35;5.215;-121.912
19763;PL-2013-088052;2019-02-22;niski;1;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00216;artyku³y biurowe;papier;Xerox 1908;187.46;195.93;0.08;0.36;17.01;-192.045
19764;PL-2013-088052;2019-02-22;niski;7;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00216;artyku³y biurowe;papier;Xerox 1935;662.725;92.33;0.05;0.39;20.51;457.28025
19765;PL-2013-088052;2019-02-22;niski;7;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00216;artyku³y biurowe;teczki;Dual Level, Single-Width Filing Carts;3745.035;542.71;0.07;0.59;24.745;2584.07415
19783;PL-2013-090545;2019-01-11;niski;2;lotniczy standardowy;ma³e pude³ko;korporacja;K01416;artyku³y biurowe;segregatory;Acco Suede Grain Vinyl Round Ring Binder;19.845;9.73;0.07;0.39;5.215;-20.01391
19784;PL-2013-090545;2019-01-11;niski;4;lotniczy standardowy;ma³e pude³ko;korporacja;K01416;meble;wyposa¿enie wnêtrza;Eldon Image Series Black Desk Accessories;62.93;14.49;0.04;0.49;23.1;-215.264
19785;PL-2013-090545;2019-01-11;niski;5;lotniczy standardowy;ma³e pude³ko;korporacja;K01416;artyku³y biurowe;papier;Xerox 213;120.365;22.68;0.05;0.37;27.51;-334.9612
19786;PL-2013-090545;2019-01-11;niski;6;lotniczy standardowy;woreczek foliowy;korporacja;K01417;artyku³y biurowe;akcesoria piœmiennicze;Newell 342;77.63;11.48;0.01;0.56;13.895;-220.8192
19791;PL-2013-086112;2019-12-24;nieokreœlony;10;lotniczy standardowy;ma³e pude³ko;ma³a firma;K03042;artyku³y biurowe;koperty;Jet-Pak Recycled Peel 'N' Seal Padded Mailers;1332.17;125.615;0;0.4;51.52;566.6325
19794;PL-2013-086494;2019-03-11;nieokreœlony;2;lotniczy ekspresowy;ma³e pude³ko;korporacja;K03167;urz¹dzenia techniczne;akcesoria komputerowe;Belkin 105-Key Black Keyboard;148.75;69.93;0.08;0.68;14;-859.803
19795;PL-2013-088454;2019-03-01;krytyczny;9;lotniczy standardowy;woreczek foliowy;osoba fizyczna;K02407;artyku³y biurowe;akcesoria piœmiennicze;Newell 310;54.18;6.16;0.09;0.56;2.45;-8.54
19796;PL-2013-088454;2019-03-01;krytyczny;1;lotniczy standardowy;woreczek foliowy;osoba fizyczna;K02402;artyku³y biurowe;papier;Spiral Phone Message Books with Labels by Adams;16.415;15.68;0.09;0.36;4.27;-18.41
19798;PL-2013-090562;2019-10-04;nieokreœlony;23;lotniczy standardowy;ma³e opakowanie;ma³a firma;K02313;artyku³y biurowe;no¿yczki i linijki;Acme® Box Cutter Scissors;803.705;35.805;0.08;0.59;16.38;234.3348
19799;PL-2013-088111;2019-07-18;nieokreœlony;13;lotniczy standardowy;ma³e pude³ko;korporacja;K01131;artyku³y biurowe;etykiety;Avery 487;165.06;12.915;0.03;0.38;1.75;113.8914
19800;PL-2013-088111;2019-07-18;nieokreœlony;10;lotniczy ekspresowy;ma³e pude³ko;korporacja;K01131;artyku³y biurowe;papier;Xerox 216;238.84;22.68;0.05;0.37;27.685;-423.325
19808;PL-2013-087094;2019-11-24;wysoki;42;lotniczy standardowy;ma³e pude³ko;korporacja;K01410;artyku³y biurowe;przyrz¹dy;Belkin F5C206VTEL 6 Outlet Surge;3442.915;80.43;0.06;0.55;15.75;2016.399
19821;PL-2013-089368;2019-12-14;nieokreœlony;17;l¹dowy;wielkie pud³o;korporacja;K00848;meble;szafki;Sauder Camden County Collection Libraries, Planked Cherry Finish;6259.96;402.43;0.1;0.76;205.52;-2835.7175
19831;PL-2013-088121;2019-10-19;nieokreœlony;21;lotniczy standardowy;du¿e pude³ko;osoba fizyczna;K02728;urz¹dzenia techniczne;kopiarki i faksy;Canon PC1080F Personal Copier;41422.43;2099.965;0.07;0.5;85.715;20906.38774
19832;PL-2013-088121;2019-10-19;nieokreœlony;22;l¹dowy;kontener;osoba fizyczna;K02729;meble;krzes³a;Global Deluxe High-Back Office Chair in Storm;10823.89;475.965;0.02;0.76;100.205;368.5612
19833;PL-2013-088121;2019-10-19;nieokreœlony;1;l¹dowy;wielkie pud³o;osoba fizyczna;K02729;meble;sto³y;Bevis Round Conference Table Top, X-Base;666.085;627.515;0.02;0.74;102.235;-1140.5394
19835;PL-2013-090604;2019-10-05;niski;6;lotniczy standardowy;woreczek foliowy;korporacja;K01625;meble;wyposa¿enie wnêtrza;Eldon Radial Chair Mat for Low to Medium Pile Carpets;878.535;139.93;0.04;0.65;32.2;514.3306
19861;PL-2013-087478;2019-08-17;œredni;20;l¹dowy;wielkie pud³o;osoba fizyczna;K03375;meble;sto³y;"Bevis Round Bullnose 29"" High Table Top";18293.52;908.985;0;0.65;233.345;-1142.306906
19870;PL-2013-086999;2019-10-26;krytyczny;13;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00780;artyku³y biurowe;etykiety;Avery 506;185.57;14.455;0.09;0.39;1.75;128.0433
19887;PL-2013-088652;2019-04-10;krytyczny;4;lotniczy ekspresowy;ma³e pude³ko;korporacja;K00576;artyku³y biurowe;przyrz¹dy;Kensington 6 Outlet SmartSocket Surge Protector;606.515;143.43;0.02;0.6;25.2;237.93
19888;PL-2013-088652;2019-04-10;krytyczny;4;lotniczy standardowy;ma³e pude³ko;korporacja;K00576;artyku³y biurowe;segregatory;Avery Durable Binders;41.51;10.08;0.05;0.36;5.215;3.7485
19905;PL-2013-088026;2019-04-18;wysoki;13;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K00472;urz¹dzenia techniczne;akcesoria komputerowe;IBM Active Response Keyboard, Black;1804.32;139.93;0.05;0.67;24.92;365.785
19906;PL-2013-088026;2019-04-18;wysoki;8;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K00472;artyku³y biurowe;koperty;Staples Brown Kraft Recycled Clasp Envelopes;156.975;19.53;0.04;0.35;18.55;-194.635
19910;PL-2013-088246;2019-09-30;wysoki;24;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K03076;urz¹dzenia techniczne;akcesoria komputerowe;TDK 4.7GB DVD+RW;1170.47;50.68;0.05;0.49;6.965;578.2
19913;PL-2013-087543;2019-09-10;niski;3;lotniczy standardowy;ma³e pude³ko;ma³a firma;K03397;artyku³y biurowe;papier;Xerox 1906;365.75;124.04;0.08;0.38;26.25;43.12
19915;PL-2013-088027;2019-05-09;wysoki;10;l¹dowy;wielkie pud³o;korporacja;K00472;meble;sto³y;Bevis Round Conference Table Top & Single Column Base;4869.9;512.19;0.07;0.64;153.125;-1239.4382
19922;PL-2013-086334;2019-07-13;œredni;10;lotniczy standardowy;woreczek foliowy;biuro w domu;K01946;artyku³y biurowe;akcesoria piœmiennicze;Newell 336;139.93;14.98;0.1;0.56;3.29;41.755
19928;PL-2013-085822;2019-04-10;nieokreœlony;8;lotniczy standardowy;ma³e pude³ko;ma³a firma;K02409;artyku³y biurowe;segregatory;"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""";467.915;55.965;0.04;0.37;46.13;-416.78875
19929;PL-2013-085822;2019-04-10;nieokreœlony;6;lotniczy ekspresowy;ma³e pude³ko;ma³a firma;K02409;artyku³y biurowe;papier;Xerox 188;251.23;39.69;0.05;0.36;17.535;151.725
19930;PL-2013-085822;2019-04-10;nieokreœlony;10;lotniczy standardowy;ma³e pude³ko;ma³a firma;K02409;artyku³y biurowe;papier;Xerox 1932;1232.56;124.04;0.02;0.38;17.815;850.4664
19936;PL-2013-090656;2019-09-04;œredni;24;l¹dowy;kontener;ma³a firma;K01731;meble;krzes³a;Global Enterprise™ Series Seating Low-Back Swivel/Tilt Chairs;22249.885;906.43;0.03;0.55;190.085;9871.54
19948;PL-2013-090250;2019-05-31;krytyczny;13;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01620;artyku³y biurowe;papier;Xerox 188;542.08;39.69;0.04;0.36;17.535;236.6
19953;PL-2013-089042;2019-10-11;wysoki;23;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K01974;urz¹dzenia techniczne;akcesoria komputerowe;80 Minute CD-R Spindle, 100/Pack - Staples;3335.15;138.18;0.01;0.54;6.965;2175.593
19961;PL-2013-088342;2019-03-07;wysoki;3;lotniczy ekspresowy;woreczek foliowy;korporacja;K01953;artyku³y biurowe;akcesoria piœmiennicze;Newell 307;23.66;6.37;0;0.57;2.905;3.5
19972;PL-2013-085888;2019-08-04;wysoki;11;l¹dowy;wielkie pud³o;biuro w domu;K01494;meble;sto³y;Bretford Rectangular Conference Table Tops;14381.78;1316.455;0.09;0.74;299.705;-1408.943536
19978;PL-2013-090137;2019-10-09;wysoki;1;lotniczy standardowy;ma³e pude³ko;ma³a firma;K01088;artyku³y biurowe;segregatory;GBC Linen Binding Covers;140.35;108.43;0.09;0.37;40.705;-60.72759
19979;PL-2013-090137;2019-10-09;wysoki;21;lotniczy standardowy;ma³e pude³ko;ma³a firma;K01089;artyku³y biurowe;segregatory;GBC Recycled Grain Textured Covers;2474.605;120.89;0.09;0.37;51.52;519.97526
19997;PL-2013-089623;2019-05-08;wysoki;14;lotniczy standardowy;ma³e pude³ko;korporacja;K01031;urz¹dzenia techniczne;akcesoria komputerowe;Fellowes 17-key keypad for PS/2 interface;1510.005;107.555;0.03;0.75;14;30.681
19999;PL-2013-090713;2019-08-16;krytyczny;2;lotniczy standardowy;woreczek foliowy;biuro w domu;K01035;artyku³y biurowe;spinacze i zszywki;Acco® Hot Clips™ Clips to Go;25.83;11.515;0.03;0.4;4.725;-4.5318
20011;PL-2013-090424;2019-09-10;wysoki;2;lotniczy standardowy;œrednie pude³ko;osoba fizyczna;K01538;meble;wyposa¿enie wnêtrza;"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped";730.87;370.93;0.06;0.65;48.965;504.3003
20012;PL-2013-090424;2019-09-10;wysoki;18;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K01538;artyku³y biurowe;akcesoria piœmiennicze;Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop;2074.03;121.03;0.1;0.56;31.465;349.265
20019;PL-2013-089683;2019-08-04;nieokreœlony;5;lotniczy standardowy;ma³e pude³ko;ma³a firma;K01602;urz¹dzenia techniczne;telefony;T18;1629.495;388.465;0.06;0.57;8.75;-234.47424
20024;PL-2013-090742;2019-02-15;nieokreœlony;11;l¹dowy;wielkie pud³o;korporacja;K03208;urz¹dzenia techniczne;urz¹dzenia biurowe;Hewlett-Packard 2600DN Business Color Inkjet Printer;4673.2;419.965;0.02;0.39;196.49;837.935
20029;PL-2013-088707;2019-05-26;nieokreœlony;17;lotniczy standardowy;ma³e opakowanie;korporacja;K02713;meble;wyposa¿enie wnêtrza;3M Polarizing Light Filter Sleeves;1113.77;65.275;0.03;0.39;13.195;768.5013
20030;PL-2013-088707;2019-05-26;nieokreœlony;16;lotniczy standardowy;ma³e pude³ko;korporacja;K02713;artyku³y biurowe;papier;Xerox 220;382.305;22.68;0.05;0.37;26.215;-495.285
20033;PL-2013-090755;2019-06-24;nieokreœlony;18;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K03282;artyku³y biurowe;papier;Xerox Blank Computer Paper;1202.285;69.93;0.07;0.38;20.195;-729.463
20034;PL-2013-090755;2019-06-24;nieokreœlony;19;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K03282;artyku³y biurowe;akcesoria piœmiennicze;Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop;2403.38;121.03;0.01;0.56;31.465;-31.311
20035;PL-2013-088514;2019-02-05;nieokreœlony;4;lotniczy ekspresowy;ma³e pude³ko;korporacja;K00533;artyku³y biurowe;segregatory;Surelock™ Post Binders;438.48;106.96;0.02;0.35;10.465;302.5512
20044;PL-2013-087281;2019-12-02;krytyczny;16;lotniczy standardowy;woreczek foliowy;korporacja;K00336;urz¹dzenia techniczne;telefony;Accessory41;1721.615;125.965;0.02;0.38;20.965;1187.91435
20052;PL-2013-086856;2019-11-16;wysoki;41;lotniczy standardowy;ma³e pude³ko;korporacja;K01857;artyku³y biurowe;papier;Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright);770.56;17.43;0.02;0.36;16.625;46.382
20053;PL-2013-086856;2019-11-16;wysoki;20;lotniczy standardowy;woreczek foliowy;korporacja;K01854;artyku³y biurowe;akcesoria piœmiennicze;Prang Dustless Chalk Sticks;115.78;5.88;0.05;0.35;3.5;1.246
20054;PL-2013-086856;2019-11-16;wysoki;41;lotniczy standardowy;ma³e pude³ko;korporacja;K01859;urz¹dzenia techniczne;telefony;M70;15366.12;440.965;0.01;0.59;31.465;9822.6513
20055;PL-2013-090168;2019-01-09;krytyczny;11;lotniczy standardowy;ma³e pude³ko;korporacja;K00896;artyku³y biurowe;papier;Xerox 221;265.475;22.68;0.02;0.37;22.435;-379.8368
20056;PL-2013-090168;2019-01-09;krytyczny;11;l¹dowy;kontener;korporacja;K00896;artyku³y biurowe;teczki;Tennsco Lockers, Sand;858.97;73.43;0.05;0.61;157.5;-5852.49
20077;PL-2013-090783;2019-12-24;œredni;5;lotniczy ekspresowy;ma³e pude³ko;osoba fizyczna;K00180;artyku³y biurowe;segregatory;GBC DocuBind 200 Manual Binding Machine;7389.655;1473.43;0.03;0.35;69.965;5098.86195
20082;PL-2013-090799;2019-05-06;niski;15;l¹dowy;kontener;korporacja;K01596;meble;krzes³a;Global Stack Chair without Arms, Black;1351.735;90.93;0.07;0.6;50.26;-740.53
20083;PL-2013-090799;2019-05-06;niski;18;lotniczy standardowy;ma³e pude³ko;korporacja;K01596;urz¹dzenia techniczne;telefony;i2000;6871.585;440.965;0.03;0.6;8.75;4741.39365
20084;PL-2013-087697;2019-09-27;wysoki;3;lotniczy standardowy;ma³e pude³ko;korporacja;K02300;urz¹dzenia techniczne;telefony;T60;829.465;335.965;0.06;0.56;17.15;-587.608
20087;PL-2013-088915;2019-05-28;œredni;2;l¹dowy;wielkie pud³o;ma³a firma;K02995;meble;szafki;Bush Westfield Collection Bookcases, Fully Assembled;755.755;353.43;0;0.62;125.44;-507.045
20089;PL-2013-088396;2019-05-17;œredni;13;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01015;urz¹dzenia techniczne;akcesoria komputerowe;Logitech Cordless Navigator Duo;3719.24;283.43;0.02;0.48;25.13;-923.797
20090;PL-2013-088396;2019-05-17;œredni;10;lotniczy standardowy;woreczek foliowy;biuro w domu;K01015;artyku³y biurowe;akcesoria piœmiennicze;12 Colored Short Pencils;87.78;9.1;0.08;0.58;8.4;-114.072
20091;PL-2013-087686;2019-07-22;wysoki;16;lotniczy standardowy;ma³e pude³ko;korporacja;K02697;artyku³y biurowe;papier;Staples Copy Paper (20Lb. and 84 Bright);281.645;17.43;0.03;0.38;16.45;456.897
20099;PL-2013-090804;2019-12-21;nieokreœlony;23;lotniczy ekspresowy;ma³e opakowanie;ma³a firma;K01223;artyku³y biurowe;akcesoria piœmiennicze;Boston Electric Pencil Sharpener, Model 1818, Charcoal Black;2100.245;98.525;0.09;0.57;31.465;-13.65
20100;PL-2013-090804;2019-12-21;nieokreœlony;14;lotniczy ekspresowy;ma³e pude³ko;ma³a firma;K01218;artyku³y biurowe;koperty;Staples #10 Colored Envelopes;401.52;27.23;0.08;0.38;8.75;277.0488
20114;PL-2013-086424;2019-01-27;nieokreœlony;12;lotniczy standardowy;ma³e opakowanie;biuro w domu;K01074;meble;wyposa¿enie wnêtrza;G.E. Longer-Life Indoor Recessed Floodlight Bulbs;283.57;23.24;0.03;0.37;17.325;-61.7582
20115;PL-2013-086424;2019-01-27;nieokreœlony;11;l¹dowy;kontener;biuro w domu;K01074;urz¹dzenia techniczne;urz¹dzenia biurowe;Panasonic KX-P1150 Dot Matrix Printer;5334.105;509.075;0.06;0.56;62.475;2523.7814
20116;PL-2013-086424;2019-01-27;nieokreœlony;10;lotniczy standardowy;woreczek foliowy;biuro w domu;K01074;artyku³y biurowe;akcesoria piœmiennicze;Newell 327;82.145;7.735;0.03;0.58;3.92;-27.4722
20129;PL-2013-087854;2019-03-17;krytyczny;5;l¹dowy;kontener;korporacja;K01792;meble;krzes³a;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;4477.445;853.93;0.02;0.55;151.62;2373.91
20130;PL-2013-087854;2019-03-17;krytyczny;12;lotniczy standardowy;woreczek foliowy;korporacja;K01792;meble;wyposa¿enie wnêtrza;Eldon Radial Chair Mat for Low to Medium Pile Carpets;1753.5;139.93;0.02;0.65;32.2;545.02
20136;PL-2013-088690;2019-11-17;œredni;3;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00351;artyku³y biurowe;segregatory;Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind;12535.32;4448.465;0.07;0.35;69.965;285.75085
20137;PL-2013-088690;2019-11-17;œredni;11;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00351;artyku³y biurowe;etykiety;Self-Adhesive Address Labels for Typewriters by Universal;266.98;25.585;0.07;0.38;1.715;184.2162
20142;PL-2013-086195;2019-02-08;wysoki;12;lotniczy ekspresowy;ma³e pude³ko;biuro w domu;K00556;artyku³y biurowe;papier;Astroparche® Fine Business Paper;229.88;18.48;0.05;0.37;17.71;-263.375
20154;PL-2013-090005;2019-07-25;niski;10;lotniczy ekspresowy;ma³e pude³ko;biuro w domu;K01988;urz¹dzenia techniczne;akcesoria komputerowe;U.S. Robotics 56K Internet Call Modem;3495.345;349.965;0.08;0.5;69.965;1283.205
20155;PL-2013-086477;2019-02-09;krytyczny;14;lotniczy ekspresowy;ma³e pude³ko;ma³a firma;K03030;urz¹dzenia techniczne;akcesoria komputerowe;Acco Keyboard-In-A-Box®;1416.065;101.85;0.09;0.78;14;-22.19
20156;PL-2013-086477;2019-02-09;krytyczny;3;lotniczy standardowy;ma³e pude³ko;ma³a firma;K03030;urz¹dzenia techniczne;telefony;LX 677;988.715;388.465;0.01;0.57;31.465;-653.345
20157;PL-2013-087895;2019-02-26;krytyczny;6;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02099;artyku³y biurowe;segregatory;Satellite Sectional Post Binders;905.765;151.935;0.08;0.39;10.465;-2134.244
20167;PL-2013-089838;2019-06-28;niski;15;lotniczy ekspresowy;woreczek foliowy;korporacja;K03268;artyku³y biurowe;spinacze i zszywki;Acco® Hot Clips™ Clips to Go;179.55;11.515;0.05;0.4;4.725;86.394
20168;PL-2013-089838;2019-06-28;niski;4;l¹dowy;kontener;korporacja;K03267;meble;krzes³a;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;2217.005;563.43;0.1;0.62;105;-182.056
20169;PL-2013-089600;2019-09-24;krytyczny;9;lotniczy ekspresowy;woreczek foliowy;osoba fizyczna;K01360;artyku³y biurowe;akcesoria piœmiennicze;Newell 323;62.16;5.88;0.02;0.59;5.495;-48.825
20170;PL-2013-089600;2019-09-24;krytyczny;19;lotniczy standardowy;œrednie pude³ko;osoba fizyczna;K01360;artyku³y biurowe;teczki;Eldon Portable Mobile Manager;1885.275;98.98;0.02;0.58;48.965;-476.7
20171;PL-2013-088199;2019-08-25;wysoki;17;l¹dowy;wielkie pud³o;osoba fizyczna;K00618;meble;szafki;Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors;15017.205;843.43;0;0.56;210.7;7584.7114
