Nr wiersza;Nr zamówienia;Data zamówienia;Priorytet zamówienia;Wielkoœæ zamówienia;Rodzaj transportu;Rodzaj opakowania;Segment rynku;Nr klienta;Kategoria produktu;Podkategoria produktu;Nazwa produktu;Sprzeda¿;Cena jednostkowa;Rabat procentowy;Mar¿a podstawowa;Koszt dostawy;Zysk
19863;PL-2011-087244;2017-02-14;niski;1;lotniczy standardowy;œrednie pude³ko;biuro w domu;K01749;meble;wyposa¿enie wnêtrza;"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""";224.665;212.275;0.04;0.64;42.805;155.01885
19874;PL-2011-089376;2017-12-04;wysoki;1;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01233;urz¹dzenia techniczne;akcesoria komputerowe;US Robotics 56K V.92 External Faxmodem;341.775;349.965;0.09;0.52;69.965;-565.1625
19875;PL-2011-089376;2017-12-04;wysoki;6;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01233;urz¹dzenia techniczne;telefony;i470;3565.135;720.965;0.04;0.56;18.41;-2.849
19877;PL-2011-087176;2017-08-18;œredni;10;lotniczy standardowy;woreczek foliowy;biuro w domu;K00091;artyku³y biurowe;papier;Array® Memo Cubes;187.39;18.13;0.05;0.36;7.14;119.0364
19884;PL-2011-090621;2017-03-08;niski;3;l¹dowy;kontener;osoba fizyczna;K01718;meble;krzes³a;Global Leather and Oak Executive Chair, Black;3409.49;1053.43;0.01;0.56;226.555;-171.059
19895;PL-2011-090058;2017-01-13;niski;3;lotniczy standardowy;ma³e pude³ko;korporacja;K00510;artyku³y biurowe;papier;Xerox 1910;533.89;168.14;0.02;0.37;17.815;368.3841
19898;PL-2011-086654;2017-04-26;nieokreœlony;9;lotniczy standardowy;woreczek foliowy;ma³a firma;K02380;artyku³y biurowe;akcesoria piœmiennicze;Avery Hi-Liter® Fluorescent Desk Style Markers;101.78;11.83;0.07;0.48;2.975;66.64
19902;PL-2011-087915;2017-03-10;œredni;2;lotniczy ekspresowy;ma³e pude³ko;biuro w domu;K02545;urz¹dzenia techniczne;urz¹dzenia biurowe;AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting;710.43;349.965;0.01;0.52;69.965;315.084
19907;PL-2011-088959;2017-05-01;krytyczny;10;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02724;artyku³y biurowe;papier;Xerox 1922;186.235;17.43;0.06;0.36;26.04;-131.467
19908;PL-2011-088959;2017-05-01;krytyczny;18;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02724;artyku³y biurowe;papier;Xerox 210;429.8;22.68;0.01;0.37;25.795;-1573.929
19909;PL-2011-086925;2017-01-22;niski;8;l¹dowy;wielkie pud³o;biuro w domu;K02896;meble;szafki;Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish;24657.57;3083.43;0.02;0.62;155.925;17013.7233
19914;PL-2011-088028;2017-01-01;nieokreœlony;2;lotniczy ekspresowy;du¿e pude³ko;biuro w domu;K02211;artyku³y biurowe;teczki;Safco Industrial Wire Shelving;678.58;335.965;0.08;NA;122.5;-1488.2294
19917;PL-2011-088103;2017-05-21;œredni;13;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01131;artyku³y biurowe;koperty;"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes";356.055;26.74;0.02;0.36;4.865;245.67795
19918;PL-2011-090631;2017-10-17;niski;14;lotniczy standardowy;du¿e pude³ko;biuro w domu;K01889;artyku³y biurowe;teczki;Space Solutions™ Industrial Galvanized Steel Shelving.;3707.83;275.8;0.09;0.83;122.5;-3587.5602
19923;PL-2011-090646;2017-04-05;nieokreœlony;11;lotniczy standardowy;woreczek foliowy;korporacja;K02960;artyku³y biurowe;akcesoria piœmiennicze;Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set;1329.02;127.925;0.1;0.41;48.615;-313.502
19932;PL-2011-088213;2017-12-27;niski;9;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01380;artyku³y biurowe;etykiety;Avery 498;91.63;10.115;0.05;0.38;1.75;63.2247
19933;PL-2011-089915;2017-03-21;wysoki;8;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00691;artyku³y biurowe;papier;Xerox 200;174.335;22.68;0.09;0.37;22.225;-310.1
19934;PL-2011-089869;2017-12-21;wysoki;12;lotniczy standardowy;ma³e pude³ko;ma³a firma;K02305;artyku³y biurowe;koperty;Tyvek® Side-Opening Peel & Seel® Expanding Envelopes;4059.265;316.68;0;0.4;69.965;2800.89285
19942;PL-2011-090669;2017-10-09;krytyczny;11;lotniczy standardowy;ma³e opakowanie;biuro w domu;K00123;artyku³y biurowe;no¿yczki i linijki;Acme® Office Executive Series Stainless Steel Trimmers;332.395;29.995;0.06;0.59;21.49;369.873
19947;PL-2011-090675;2017-08-26;niski;12;lotniczy ekspresowy;ma³e pude³ko;korporacja;K00865;artyku³y biurowe;papier;Xerox 1985;303.765;22.68;0.04;0.37;18.06;-38.9662
19950;PL-2011-089584;2017-04-04;œredni;12;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00114;artyku³y biurowe;etykiety;Avery 493;204.155;17.185;0.01;0.36;1.75;140.86695
19951;PL-2011-089584;2017-04-04;œredni;5;lotniczy ekspresowy;woreczek foliowy;biuro w domu;K00114;artyku³y biurowe;papier;EcoTones® Memo Sheets;71.47;14;0.09;0.37;4.55;49.3143
19967;PL-2011-085897;2017-09-01;wysoki;10;lotniczy standardowy;ma³e opakowanie;biuro w domu;K01917;meble;wyposa¿enie wnêtrza;"Executive Impressions 14"" Contract Wall Clock";736.155;77.805;0.08;0.52;12.705;-103.635
19971;PL-2011-086119;2017-07-24;niski;1;lotniczy ekspresowy;ma³e pude³ko;korporacja;K02613;artyku³y biurowe;przyrz¹dy;Eureka The Boss® Cordless Rechargeable Stick Vac;239.575;178.43;0.02;0.58;47.81;-90.16
19973;PL-2011-087134;2017-04-06;krytyczny;7;lotniczy standardowy;woreczek foliowy;ma³a firma;K00925;artyku³y biurowe;spinacze i zszywki;Advantus Push Pins;55.055;7.63;0.03;0.44;4.83;-24.64
19974;PL-2011-087134;2017-04-06;krytyczny;10;l¹dowy;wielkie pud³o;ma³a firma;K00929;meble;szafki;"Rush Hierlooms Collection 1"" Thick Stackable Bookcases";6016.745;598.43;0.01;0.66;125.615;1884.82
19976;PL-2011-090612;2017-08-14;nieokreœlony;11;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01683;meble;wyposa¿enie wnêtrza;Eldon® 200 Class™ Desk Accessories;254.695;21.98;0.04;0.53;18.935;-69.8516
19987;PL-2011-089481;2017-03-12;niski;10;lotniczy standardowy;woreczek foliowy;ma³a firma;K02741;urz¹dzenia techniczne;telefony;Accessory41;1106.98;125.965;0.01;0.38;20.965;763.8162
19988;PL-2011-090695;2017-06-22;niski;9;lotniczy standardowy;ma³e pude³ko;ma³a firma;K00437;urz¹dzenia techniczne;telefony;StarTAC ST7762;3332.91;440.965;0.05;0.57;28.28;1494.9144
19990;PL-2011-090662;2017-02-12;nieokreœlony;6;lotniczy standardowy;œrednie pude³ko;biuro w domu;K01298;urz¹dzenia techniczne;urz¹dzenia biurowe;Canon MP41DH Printing Calculator;3074.19;528.43;0.04;0.38;48.965;2121.1911
19991;PL-2011-090662;2017-02-12;nieokreœlony;4;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01298;artyku³y biurowe;teczki;Fellowes High-Stak® Drawer Files;2367.995;616.665;0.04;0.62;41.545;1120.35
20001;PL-2011-089909;2017-01-06;nieokreœlony;6;l¹dowy;kontener;osoba fizyczna;K00799;meble;krzes³a;Novimex Swivel Fabric Task Chair;3354.61;528.43;0.01;0.74;105;459.837
20002;PL-2011-089909;2017-01-06;nieokreœlony;12;lotniczy ekspresowy;œrednie pude³ko;osoba fizyczna;K00799;artyku³y biurowe;teczki;Eldon Portable Mobile Manager;1290.94;98.98;0.01;0.58;48.965;-312.522
20003;PL-2011-089909;2017-01-06;nieokreœlony;1;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K00799;urz¹dzenia techniczne;telefony;Accessory35;108.01;125.965;0.03;0.55;3.85;-738.626
20006;PL-2011-086874;2017-06-18;œredni;4;lotniczy standardowy;ma³e opakowanie;korporacja;K02011;artyku³y biurowe;akcesoria piœmiennicze;Staples Battery-Operated Desktop Pencil Sharpener;141.015;36.68;0.1;0.6;10.115;-31.164
20007;PL-2011-090059;2017-08-01;krytyczny;14;lotniczy standardowy;ma³e pude³ko;korporacja;K00510;artyku³y biurowe;segregatory;C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack;314.265;22.295;0.03;0.38;18.165;-101.82445
20008;PL-2011-088380;2017-11-18;wysoki;3;lotniczy ekspresowy;ma³e pude³ko;osoba fizyczna;K03086;urz¹dzenia techniczne;akcesoria komputerowe;Zoom V.92 V.44 PCI Internal Controllerless FaxModem;458.185;139.965;0.05;0.55;35.875;15.015
20010;PL-2011-090201;2017-04-27;niski;10;lotniczy standardowy;ma³e pude³ko;korporacja;K00983;urz¹dzenia techniczne;akcesoria komputerowe;Gyration Ultra Professional Cordless Optical Suite;9969.33;1053.395;0.09;0.48;25.13;62.202
20016;PL-2011-090731;2017-02-04;œredni;8;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01499;artyku³y biurowe;segregatory;Peel & Stick Add-On Corner Pockets;65.065;7.56;0.05;0.37;21.175;-1046.101
20017;PL-2011-090731;2017-02-04;œredni;9;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01499;artyku³y biurowe;papier;Xerox 21;205.905;22.68;0.03;0.37;23.1;-510.482
20018;PL-2011-090731;2017-02-04;œredni;11;l¹dowy;wielkie pud³o;biuro w domu;K01499;meble;sto³y;BPI Conference Tables;5451.81;511.175;0.08;0.71;280.7;-97.8285
20036;PL-2011-086846;2017-06-15;krytyczny;5;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01860;artyku³y biurowe;segregatory;Avery Hanging File Binders;98.035;20.93;0.09;0.39;5.215;46.3029
20039;PL-2011-090766;2017-04-06;wysoki;4;lotniczy standardowy;du¿e pude³ko;biuro w domu;K03279;artyku³y biurowe;teczki;Fellowes Officeware™ Wire Shelving;1281.91;314.405;0.06;0.83;122.5;108.885
20040;PL-2011-090766;2017-04-06;wysoki;12;lotniczy standardowy;ma³e pude³ko;biuro w domu;K03279;artyku³y biurowe;teczki;Fellowes Personal Hanging Folder Files, Navy;552.965;47.005;0.1;0.57;19.25;1254.0339
20041;PL-2011-090766;2017-04-06;wysoki;11;lotniczy standardowy;ma³e pude³ko;biuro w domu;K03279;urz¹dzenia techniczne;telefony;Timeport L7089;4245.08;440.965;0.01;0.58;26.915;29.127
20045;PL-2011-090166;2017-01-10;krytyczny;6;lotniczy standardowy;woreczek foliowy;korporacja;K00896;meble;wyposa¿enie wnêtrza;Document Clip Frames;174.23;29.19;0.01;0.43;3.36;120.2187
20046;PL-2011-090166;2017-01-10;krytyczny;5;lotniczy standardowy;woreczek foliowy;korporacja;K00896;artyku³y biurowe;akcesoria piœmiennicze;Newell 337;58.17;11.48;0.06;0.56;13.895;-233.275
20049;PL-2011-086101;2017-02-04;œredni;12;lotniczy standardowy;ma³e pude³ko;ma³a firma;K03042;artyku³y biurowe;segregatory;GBC White Gloss Covers, Plain Front;599.655;50.68;0.07;0.38;22.61;237.524
20065;PL-2011-086887;2017-10-09;wysoki;9;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02488;artyku³y biurowe;etykiety;Avery 493;149.415;17.185;0.08;0.36;1.75;44.541
20066;PL-2011-086887;2017-10-09;wysoki;11;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K02488;artyku³y biurowe;akcesoria piœmiennicze;Boston Model 1800 Electric Pencil Sharpener, Gray;1145.935;98.525;0.02;0.55;21.595;562.8231
20073;PL-2011-090771;2017-02-12;niski;4;lotniczy standardowy;ma³e pude³ko;ma³a firma;K00954;artyku³y biurowe;etykiety;Self-Adhesive Address Labels for Typewriters by Universal;96.705;25.585;0.1;0.38;1.715;66.72645
20074;PL-2011-090771;2017-02-12;niski;5;lotniczy standardowy;woreczek foliowy;ma³a firma;K00954;artyku³y biurowe;akcesoria piœmiennicze;Turquoise Lead Holder with Pocket Clip;109.235;23.45;0.08;0.52;5.46;36.96
20097;PL-2011-087160;2017-02-11;wysoki;12;lotniczy ekspresowy;ma³e pude³ko;osoba fizyczna;K02778;urz¹dzenia techniczne;telefony;Talkabout T8097;7416.465;720.965;0.05;0.58;31.465;388.68375
20098;PL-2011-087160;2017-02-11;wysoki;5;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02778;urz¹dzenia techniczne;telefony;TimeportP7382;2931.74;720.965;0.08;0.56;31.465;-6873.132
20106;PL-2011-087935;2017-11-28;nieokreœlony;23;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K03206;artyku³y biurowe;papier;Xerox 1932;2806.755;124.04;0.05;0.38;17.815;1936.66095
20107;PL-2011-089300;2017-10-04;œredni;11;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02441;meble;wyposa¿enie wnêtrza;"Howard Miller 16"" Diameter Gallery Wall Clock";2483.95;223.79;0.02;0.46;50.68;-350.595
20108;PL-2011-089300;2017-10-04;œredni;5;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K02442;urz¹dzenia techniczne;akcesoria komputerowe;Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack;95.97;17.57;0.01;0.79;17.99;-13.818
20113;PL-2011-088730;2017-11-03;niski;33;lotniczy standardowy;ma³e pude³ko;ma³a firma;K01391;artyku³y biurowe;teczki;Recycled Eldon Regeneration Jumbo File;1363.565;42.98;0.07;0.57;21.455;53.326
20117;PL-2011-090044;2017-08-27;wysoki;23;lotniczy standardowy;ma³e pude³ko;ma³a firma;K01005;artyku³y biurowe;papier;Xerox 1893;3326.505;143.465;0.02;0.36;61.18;1928.8248
20124;PL-2011-086828;2017-11-19;wysoki;14;l¹dowy;kontener;korporacja;K01433;meble;krzes³a;Global Leather and Oak Executive Chair, Black;14999.46;1053.43;0.07;0.56;226.555;4898.74
20125;PL-2011-086828;2017-11-19;wysoki;28;l¹dowy;kontener;korporacja;K01433;artyku³y biurowe;teczki;Tennsco Lockers, Sand;2209.795;73.43;0.01;0.61;157.5;814.247
20127;PL-2011-086447;2017-03-18;krytyczny;5;lotniczy standardowy;œrednie pude³ko;korporacja;K03191;urz¹dzenia techniczne;telefony;1726 Digital Answering Machine;328.335;73.465;0.01;0.58;16.835;-31.878
20138;PL-2011-086002;2017-01-31;nieokreœlony;9;lotniczy standardowy;woreczek foliowy;korporacja;K02137;artyku³y biurowe;papier;Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”;225.68;24.43;0;0.38;5.6;-1203.538
20176;PL-2011-090832;2017-10-02;nieokreœlony;12;l¹dowy;wielkie pud³o;korporacja;K01112;meble;szafki;Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors;12347.37;1053.43;0.03;0.55;192.22;4454.0328
20177;PL-2011-090832;2017-10-02;nieokreœlony;2;l¹dowy;kontener;korporacja;K01112;urz¹dzenia techniczne;urz¹dzenia biurowe;Epson DFX-8500 Dot Matrix Printer;16443.735;8925.49;0.02;0.57;103.95;-18867.58612
20182;PL-2011-086544;2017-01-27;krytyczny;9;lotniczy standardowy;woreczek foliowy;korporacja;K02979;artyku³y biurowe;akcesoria piœmiennicze;Newell 338;88.27;10.29;0.09;0.58;2.45;22.344
20183;PL-2011-086544;2017-01-27;krytyczny;10;lotniczy standardowy;ma³e opakowanie;korporacja;K02980;artyku³y biurowe;akcesoria piœmiennicze;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;1590.4;153.93;0.03;0.58;31.465;959.2758
20184;PL-2011-086544;2017-01-27;krytyczny;13;lotniczy standardowy;woreczek foliowy;korporacja;K02980;artyku³y biurowe;spinacze i zszywki;OIC Thumb-Tacks;50.855;3.99;0.06;0.38;2.45;-13.237
20187;PL-2011-089601;2017-08-15;krytyczny;17;lotniczy standardowy;ma³e pude³ko;korporacja;K02260;artyku³y biurowe;etykiety;Avery White Multi-Purpose Labels;304.885;17.43;0.02;0.39;1.715;-185.024
20188;PL-2011-089601;2017-08-15;krytyczny;9;lotniczy standardowy;ma³e opakowanie;korporacja;K02260;urz¹dzenia techniczne;telefony;Accessory15;596.61;73.465;0.01;0.83;3.465;158.823
20197;PL-2011-086949;2017-05-01;krytyczny;16;lotniczy standardowy;ma³e pude³ko;korporacja;K02394;artyku³y biurowe;segregatory;Fellowes Binding Cases;688.415;40.95;0.01;0.4;19.705;137.235
20198;PL-2011-086949;2017-05-01;krytyczny;9;lotniczy standardowy;ma³e pude³ko;korporacja;K02394;artyku³y biurowe;segregatory;Presstex Flexible Ring Binders;140.98;15.925;0.03;0.35;5.215;351.33
20203;PL-2011-090103;2017-10-27;nieokreœlony;18;lotniczy standardowy;woreczek foliowy;ma³a firma;K03320;artyku³y biurowe;akcesoria piœmiennicze;Newell 342;200.34;11.48;0.08;0.56;13.895;1.4931
20204;PL-2011-090103;2017-10-27;nieokreœlony;22;lotniczy ekspresowy;ma³e opakowanie;ma³a firma;K03320;artyku³y biurowe;akcesoria piœmiennicze;Sanford 52201 APSCO Electric Pencil Sharpener;2886.45;143.395;0.09;0.59;31.465;231.756
20212;PL-2011-090855;2017-08-14;wysoki;7;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01156;urz¹dzenia techniczne;telefony;2180;3548.44;615.965;0.06;0.57;31.465;169.65018
20216;PL-2011-090867;2017-12-05;niski;16;lotniczy standardowy;ma³e opakowanie;biuro w domu;K00518;meble;wyposa¿enie wnêtrza;Nu-Dell Executive Frame;699.16;44.24;0.07;0.48;17.43;396.9525
20228;PL-2011-090193;2017-12-13;nieokreœlony;12;l¹dowy;kontener;biuro w domu;K00005;meble;krzes³a;Global Troy™ Executive Leather Low-Back Tilter;22269.975;1753.43;0.02;0.6;91;15366.28275
20233;PL-2011-090881;2017-09-25;krytyczny;7;l¹dowy;kontener;ma³a firma;K01241;urz¹dzenia techniczne;urz¹dzenia biurowe;Hewlett-Packard Deskjet 6122 Color Inkjet Printer;4720.905;703.395;0.06;0.36;54.565;1860.663
20234;PL-2011-086054;2017-09-25;krytyczny;1;lotniczy standardowy;du¿e pude³ko;ma³a firma;K02201;meble;wyposa¿enie wnêtrza;Tensor Computer Mounted Lamp;97.86;52.115;0.17;0.58;47.46;-31.955
20249;PL-2011-090891;2017-10-20;wysoki;20;lotniczy standardowy;du¿e pude³ko;biuro w domu;K02117;meble;krzes³a;Hon Pagoda™ Stacking Chairs;23102.205;1123.43;0.03;0.55;85.715;15940.52145
20250;PL-2011-090891;2017-10-20;wysoki;18;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02117;urz¹dzenia techniczne;telefony;StarTAC 6500;6341.965;440.965;0.06;0.59;30.8;2163.67578
20253;PL-2011-086900;2017-05-28;krytyczny;11;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K03154;artyku³y biurowe;teczki;Portfile® Personal File Boxes;706.195;61.95;0.03;0.59;33.145;98.6391
20254;PL-2011-087451;2017-03-29;wysoki;7;lotniczy standardowy;ma³e pude³ko;ma³a firma;K02530;urz¹dzenia techniczne;akcesoria komputerowe;Targus USB Numeric Keypad;969.745;143.43;0.04;0.74;22.75;-313.25
20255;PL-2011-087451;2017-03-29;wysoki;5;lotniczy standardowy;ma³e opakowanie;ma³a firma;K02534;urz¹dzenia techniczne;telefony;Accessory9;523.845;125.965;0.05;0.39;11.55;361.45305
20270;PL-2011-088281;2017-10-01;nieokreœlony;23;lotniczy standardowy;ma³e pude³ko;korporacja;K02859;artyku³y biurowe;teczki;Letter Size Cart;11522.07;500.01;0.03;0.56;69.965;-29.35835
20278;PL-2011-089941;2017-08-04;nieokreœlony;19;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01776;artyku³y biurowe;papier;Xerox 1978;372.995;20.23;0.08;0.36;19.845;-188.643
20286;PL-2011-089097;2017-12-06;nieokreœlony;6;lotniczy ekspresowy;ma³e pude³ko;osoba fizyczna;K02432;artyku³y biurowe;segregatory;3M Organizer Strips;130.83;18.9;0.09;0.37;27.23;-121.67575
20296;PL-2011-088319;2017-02-18;nieokreœlony;8;l¹dowy;kontener;korporacja;K02499;meble;krzes³a;Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms;9850.995;1245.93;0.09;0.64;206.22;4340.875
20303;PL-2011-086448;2017-10-10;wysoki;9;lotniczy standardowy;ma³e pude³ko;korporacja;K03191;artyku³y biurowe;koperty;Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray;1092.77;125.79;0.09;0.4;23.31;603.9754
20304;PL-2011-086926;2017-02-13;wysoki;11;l¹dowy;wielkie pud³o;biuro w domu;K02897;urz¹dzenia techniczne;urz¹dzenia biurowe;Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer;3164.875;283.395;0.05;0.4;105.21;1978.13
20305;PL-2011-086926;2017-02-13;wysoki;2;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02897;artyku³y biurowe;papier;Xerox 1997;57.085;22.68;0;0.37;35.175;-135.52
20314;PL-2011-087631;2017-03-19;wysoki;10;lotniczy standardowy;œrednie pude³ko;osoba fizyczna;K02884;urz¹dzenia techniczne;telefony;SouthWestern Bell FA970 Digital Answering Machine with Time/Day Stamp;840.735;101.465;0.07;0.56;30.065;-42.273
20315;PL-2011-088627;2017-11-08;niski;25;l¹dowy;kontener;ma³a firma;K02880;meble;krzes³a;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;19557.615;853.93;0.09;0.55;151.62;3707.508
20324;PL-2011-087672;2017-07-25;wysoki;3;lotniczy standardowy;ma³e pude³ko;korporacja;K00156;artyku³y biurowe;przyrz¹dy;Belkin 6 Outlet Metallic Surge Strip;118.37;38.115;0.03;0.59;15.75;-65.24
20325;PL-2011-086750;2017-01-06;krytyczny;4;lotniczy standardowy;woreczek foliowy;osoba fizyczna;K02418;artyku³y biurowe;akcesoria piœmiennicze;Sanford EarthWrite® Recycled Pencils, Medium Soft, #2;30.52;7.35;0.03;0.57;2.45;-5158.671
20350;PL-2011-090750;2017-01-06;nieokreœlony;7;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K03285;urz¹dzenia techniczne;akcesoria komputerowe;BASF Silver 74 Minute CD-R;42.525;5.95;0.06;0.51;6.965;280.2492
20351;PL-2011-090750;2017-01-06;nieokreœlony;9;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K03285;artyku³y biurowe;papier;Xerox 19;1009.47;108.43;0.01;0.4;17.815;3137.421
20357;PL-2011-086220;2017-01-19;krytyczny;5;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K03095;artyku³y biurowe;przyrz¹dy;Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection;3469.34;726.18;0.09;0.55;3.465;2393.8446
20359;PL-2011-090533;2017-10-15;wysoki;9;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01632;artyku³y biurowe;akcesoria piœmiennicze;BOSTON® Ranger® #55 Pencil Sharpener, Black;851.34;90.965;0.02;0.56;18.795;-308.553
20366;PL-2011-088839;2017-10-25;krytyczny;18;lotniczy ekspresowy;woreczek foliowy;biuro w domu;K03379;artyku³y biurowe;no¿yczki i linijki;Serrated Blade or Curved Handle Hand Letter Openers;207.27;10.99;0.05;0.84;6.72;5699.295
20368;PL-2011-086189;2017-01-28;œredni;9;lotniczy ekspresowy;woreczek foliowy;biuro w domu;K00556;artyku³y biurowe;papier;Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”;234.08;24.08;0;0.39;7;161.5152
20369;PL-2011-086189;2017-01-28;œredni;8;lotniczy ekspresowy;du¿e pude³ko;biuro w domu;K00556;artyku³y biurowe;teczki;Fellowes Neat Ideas® Storage Cubes;962.185;113.68;0.03;0.81;122.5;-3907.1718
20371;PL-2011-086331;2017-01-26;œredni;12;lotniczy standardowy;œrednie pude³ko;osoba fizyczna;K01946;meble;wyposa¿enie wnêtrza;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;3704.26;318.43;0.08;0.74;196.7;-6723.2676
20372;PL-2011-086331;2017-01-26;œredni;3;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01946;artyku³y biurowe;papier;Xerox 1947;64.085;20.93;0.07;0.4;18.725;-130.1132
20377;PL-2011-087525;2017-10-27;nieokreœlony;12;lotniczy standardowy;ma³e pude³ko;ma³a firma;K00762;urz¹dzenia techniczne;telefony;5170i;4767.7;440.965;0;0.57;31.465;2148.63516
20390;PL-2011-088611;2017-05-07;wysoki;10;lotniczy ekspresowy;woreczek foliowy;osoba fizyczna;K02962;artyku³y biurowe;papier;Wirebound Voice Message Log Book;169.155;16.66;0.07;0.39;3.08;116.71695
20391;PL-2011-089939;2017-04-22;niski;7;lotniczy standardowy;woreczek foliowy;osoba fizyczna;K01777;artyku³y biurowe;papier;Wirebound Message Book, 4 per Page;134.435;19.005;0.07;0.36;3.325;92.76015
20392;PL-2011-090568;2017-12-03;nieokreœlony;3;lotniczy standardowy;ma³e pude³ko;korporacja;K01998;artyku³y biurowe;koperty;Grip Seal Envelopes;51.975;15.47;0.06;0.38;17.465;-36.5225
20400;PL-2011-090291;2017-05-27;nieokreœlony;9;lotniczy ekspresowy;ma³e pude³ko;korporacja;K00371;artyku³y biurowe;segregatory;3M Organizer Strips;181.37;18.9;0.05;0.37;27.23;-464.20325
20401;PL-2011-090291;2017-05-27;nieokreœlony;15;lotniczy standardowy;œrednie pude³ko;korporacja;K00370;urz¹dzenia techniczne;telefony;1726 Digital Answering Machine;932.365;73.465;0.02;0.58;16.835;174.258
20408;PL-2011-088685;2017-06-09;krytyczny;6;lotniczy ekspresowy;ma³e opakowanie;biuro w domu;K00351;artyku³y biurowe;no¿yczki i linijki;Acme® Elite Stainless Steel Scissors;194.39;29.19;0;0.59;9.24;36.75
20428;PL-2011-089401;2017-02-04;niski;1;lotniczy standardowy;woreczek foliowy;biuro w domu;K00960;artyku³y biurowe;akcesoria piœmiennicze;Newell 343;12.285;10.29;0.03;0.58;3.36;-14.7
20432;PL-2011-086077;2017-11-25;œredni;20;lotniczy standardowy;œrednie pude³ko;korporacja;K01237;urz¹dzenia techniczne;urz¹dzenia biurowe;Polycom VoiceStation 100;20215.335;1053.43;0.05;0.39;48.965;13948.58115
20433;PL-2011-086077;2017-11-25;œredni;11;lotniczy ekspresowy;ma³e pude³ko;korporacja;K01237;urz¹dzenia techniczne;telefony;Phone 918;6573.84;720.965;0.04;0.59;17.5;48.8488
20434;PL-2011-090962;2017-04-29;wysoki;8;lotniczy standardowy;ma³e pude³ko;ma³a firma;K00782;artyku³y biurowe;teczki;Home/Office Personal File Carts;976.535;121.66;0.04;0.6;19.215;673.80915
20435;PL-2011-086547;2017-08-25;œredni;6;lotniczy standardowy;ma³e pude³ko;korporacja;K02980;artyku³y biurowe;etykiety;Avery 494;54.775;9.135;0.07;0.39;1.75;37.79475
20445;PL-2011-087109;2017-09-16;niski;12;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01068;artyku³y biurowe;papier;Xerox 1982;1002.4;79.94;0.04;0.39;59.045;-340.48
20447;PL-2011-090461;2017-04-01;œredni;1;lotniczy standardowy;œrednie pude³ko;ma³a firma;K03306;artyku³y biurowe;przyrz¹dy;Holmes Replacement Filter for HEPA Air Cleaner, Medium Room;61.67;39.655;0.06;0.42;21.42;-55.72
