Nr wiersza;Nr zamówienia;Data zamówienia;Priorytet zamówienia;Wielkoœæ zamówienia;Rodzaj transportu;Rodzaj opakowania;Segment rynku;Nr klienta;Kategoria produktu;Podkategoria produktu;Nazwa produktu;Sprzeda¿;Cena jednostkowa;Rabat procentowy;Mar¿a podstawowa;Koszt dostawy;Zysk
20767;PL-2014-091139;2020-01-30;œredni;1;lotniczy standardowy;ma³e opakowanie;korporacja;K03022;urz¹dzenia techniczne;telefony;Accessory31;99.4;125.965;0.09;0.35;3.465;-385.9779
20768;PL-2014-088327;2020-08-05;nieokreœlony;25;lotniczy standardowy;woreczek foliowy;ma³a firma;K02500;artyku³y biurowe;akcesoria piœmiennicze;Newell 323;147.525;5.88;0.08;0.59;5.495;-68.635
20775;PL-2014-089511;2020-01-10;niski;10;lotniczy standardowy;ma³e pude³ko;korporacja;K02346;meble;wyposa¿enie wnêtrza;Deflect-o SuperTray™ Unbreakable Stackable Tray, Letter, Black;1009.435;102.13;0.02;0.42;29.925;711.795
20778;PL-2014-091143;2020-09-02;krytyczny;2;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00200;artyku³y biurowe;koperty;Peel & Seel® Recycled Catalog Envelopes, Brown;95.165;40.53;0.02;0.35;20.02;-37.6418
20779;PL-2014-091143;2020-09-02;krytyczny;8;lotniczy standardowy;ma³e pude³ko;biuro w domu;K00200;artyku³y biurowe;papier;Xerox 1979;917.455;108.43;0;0.4;30.59;469.4004
20781;PL-2014-087788;2020-09-26;krytyczny;3;lotniczy standardowy;ma³e pude³ko;korporacja;K01540;meble;wyposa¿enie wnêtrza;Eldon Executive Woodline II Cherry Finish Desk Accessories;432.53;143.115;0.07;0.57;66.43;-173.166
20783;PL-2014-089364;2020-08-19;niski;18;l¹dowy;wielkie pud³o;osoba fizyczna;K02652;meble;sto³y;Bevis Round Conference Table Top, X-Base;11009.005;627.515;0.03;0.74;102.235;505.10012
20794;PL-2014-086435;2020-06-30;krytyczny;17;lotniczy standardowy;ma³e pude³ko;korporacja;K03118;artyku³y biurowe;etykiety;Avery 494;155.82;9.135;0.03;0.39;1.75;59.95815
20797;PL-2014-085890;2020-02-08;œredni;10;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01497;artyku³y biurowe;segregatory;GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack;559.475;53.06;0.03;0.39;52.815;-889.48475
20801;PL-2014-088640;2020-03-13;wysoki;3;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K01020;meble;wyposa¿enie wnêtrza;DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size;204.015;70.84;0.1;0.49;23.345;140.77035
20805;PL-2014-091033;2020-01-31;niski;7;lotniczy standardowy;ma³e pude³ko;ma³a firma;K02834;artyku³y biurowe;teczki;Iris® 3-Drawer Stacking Bin, Black;523.53;73.115;0.01;0.83;40.32;-961.5704
20815;PL-2014-091186;2020-06-28;krytyczny;17;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02987;artyku³y biurowe;segregatory;Avery Poly Binder Pockets;207.305;12.53;0.06;0.37;19.145;-513.3968
20820;PL-2014-088357;2020-09-19;krytyczny;13;lotniczy standardowy;ma³e pude³ko;korporacja;K02089;artyku³y biurowe;etykiety;Self-Adhesive Removable Labels;144.2;11.025;0.02;0.37;1.715;99.498
20834;PL-2014-089324;2020-05-25;krytyczny;2;lotniczy standardowy;woreczek foliowy;korporacja;K00397;artyku³y biurowe;papier;"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""";62.685;31.325;0.1;0.39;7.035;9.87
20835;PL-2014-089324;2020-05-25;krytyczny;11;lotniczy standardowy;ma³e pude³ko;korporacja;K00398;artyku³y biurowe;teczki;Recycled Steel Personal File for Standard File Folders;2110.745;193.515;0.04;0.59;17.78;1456.41405
20836;PL-2014-089324;2020-05-25;krytyczny;6;l¹dowy;wielkie pud³o;korporacja;K00398;meble;sto³y;Chromcraft Bull-Nose Wood Oval Conference Tables & Bases;11303.04;1928.43;0.1;0.71;159.95;-4660.436781
20857;PL-2014-086732;2020-10-01;œredni;8;lotniczy standardowy;ma³e pude³ko;ma³a firma;K01670;urz¹dzenia techniczne;telefony;LX 677;2509.64;388.465;0.1;0.57;31.465;237.2265
20859;PL-2014-089651;2020-04-15;œredni;7;lotniczy ekspresowy;woreczek foliowy;biuro w domu;K00354;artyku³y biurowe;papier;TOPS Voice Message Log Book, Flash Format;127.645;16.66;0.02;0.36;10.535;16.065
2086;PL-2014-014916;2020-02-27;niski;16;lotniczy ekspresowy;ma³e pude³ko;korporacja;K00553;urz¹dzenia techniczne;telefony;StarTAC 6500;5900.79;440.965;0.07;0.59;30.8;73.584
20860;PL-2014-089474;2020-05-19;wysoki;10;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K00892;artyku³y biurowe;etykiety;Avery 506;147.875;14.455;0.02;0.39;1.75;102.03375
20861;PL-2014-089474;2020-05-19;wysoki;15;l¹dowy;kontener;osoba fizyczna;K00893;artyku³y biurowe;teczki;Tennsco Lockers, Sand;1205.26;73.43;0.02;0.61;157.5;-5731.32
20886;PL-2014-086000;2020-07-21;nieokreœlony;6;lotniczy standardowy;ma³e opakowanie;osoba fizyczna;K01820;urz¹dzenia techniczne;telefony;Accessory9;612.885;125.965;0.1;0.39;11.55;315.370944
20887;PL-2014-086000;2020-07-21;nieokreœlony;14;l¹dowy;kontener;osoba fizyczna;K01816;meble;krzes³a;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;7730.1;563.43;0.08;0.62;105;2924.77248
20890;PL-2014-087052;2020-04-10;nieokreœlony;1;lotniczy standardowy;woreczek foliowy;osoba fizyczna;K02999;artyku³y biurowe;akcesoria piœmiennicze;Newell 342;14.105;11.48;0.05;0.56;13.895;-53.97
20898;PL-2014-089023;2020-07-29;wysoki;13;lotniczy standardowy;woreczek foliowy;ma³a firma;K02736;artyku³y biurowe;akcesoria piœmiennicze;Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink;147.595;11.41;0.02;0.41;6.51;-15.09816
20899;PL-2014-087421;2020-08-26;wysoki;23;lotniczy standardowy;ma³e opakowanie;korporacja;K00064;urz¹dzenia techniczne;telefony;Accessory6;3719.94;195.965;0.05;0.8;17.5;-766.41635
20903;PL-2014-090097;2020-03-30;krytyczny;3;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02574;urz¹dzenia techniczne;telefony;V 3600 Series;600.985;230.965;0.04;0.58;31.465;-1961.617
20911;PL-2014-090682;2020-03-27;œredni;9;l¹dowy;wielkie pud³o;osoba fizyczna;K01665;meble;szafki;Bush Mission Pointe Library;4953.06;528.43;0.01;0.65;231.945;-1984.99
20914;PL-2014-091211;2020-06-07;krytyczny;14;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01354;artyku³y biurowe;koperty;Peel & Seel® Recycled Catalog Envelopes, Brown;564.62;40.53;0.04;0.35;24.395;-11.676
20928;PL-2014-087023;2020-02-03;nieokreœlony;9;lotniczy standardowy;woreczek foliowy;biuro w domu;K00603;meble;wyposa¿enie wnêtrza;Master Caster Door Stop, Gray;158.725;17.78;0.1;0.51;12.705;-113.4
20930;PL-2014-086407;2020-03-15;nieokreœlony;1;l¹dowy;wielkie pud³o;osoba fizyczna;K01462;meble;szafki;Hon 4-Shelf Metal Bookcases;370.93;353.43;0.1;0.6;91.77;-505.505
20931;PL-2014-086407;2020-03-15;nieokreœlony;2;lotniczy standardowy;œrednie pude³ko;osoba fizyczna;K01462;meble;wyposa¿enie wnêtrza;Deflect-o EconoMat Nonstudded, No Bevel Mat;380.87;180.775;0.03;0.65;64.575;262.8003
20934;PL-2014-089494;2020-04-17;œredni;1;lotniczy standardowy;ma³e pude³ko;ma³a firma;K01676;artyku³y biurowe;koperty;Airmail Envelopes;318.57;293.755;0.04;0.38;69.965;97.3
20953;PL-2014-087467;2020-01-12;krytyczny;6;l¹dowy;kontener;korporacja;K00169;meble;krzes³a;Global Leather and Oak Executive Chair, Black;6435.87;1053.43;0.04;0.56;226.555;45.654
20954;PL-2014-087467;2020-01-12;krytyczny;3;lotniczy standardowy;ma³e pude³ko;korporacja;K00169;urz¹dzenia techniczne;akcesoria komputerowe;Logitech Cordless Access Keyboard;297.85;104.965;0.08;0.51;19.25;-24.99
20955;PL-2014-087467;2020-01-12;krytyczny;7;lotniczy standardowy;ma³e pude³ko;korporacja;K00172;artyku³y biurowe;papier;Xerox 1922;132.405;17.43;0;0.36;26.04;-491.8088
20957;PL-2014-089338;2020-05-01;krytyczny;5;lotniczy ekspresowy;du¿e pude³ko;korporacja;K02037;artyku³y biurowe;przyrz¹dy;Honeywell Enviracaire® Portable HEPA Air Cleaner for up to 10 x 16 Room;2298.625;431.83;0.01;0.46;85.715;1586.05125
20974;PL-2014-085905;2020-03-02;niski;4;lotniczy standardowy;ma³e opakowanie;biuro w domu;K01917;meble;wyposa¿enie wnêtrza;"Executive Impressions 13"" Chairman Wall Clock";370.195;88.83;0.01;0.5;31.465;19370.61
20975;PL-2014-085905;2020-03-02;niski;8;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01917;artyku³y biurowe;papier;Xerox 1937;1359.435;168.14;0.05;0.37;20.265;2185.302
20978;PL-2014-088641;2020-07-03;wysoki;5;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01020;artyku³y biurowe;etykiety;Avery 487;64.505;12.915;0.04;0.38;1.75;44.50845
20979;PL-2014-090997;2020-05-08;wysoki;5;lotniczy ekspresowy;ma³e opakowanie;korporacja;K00133;urz¹dzenia techniczne;akcesoria komputerowe;Verbatim DVD-R, 3.95GB, SR, Mitsubishi Branded, Jewel;406.98;77.84;0.04;0.43;6.965;280.8162
20987;PL-2014-089634;2020-04-25;krytyczny;8;lotniczy standardowy;ma³e pude³ko;korporacja;K01071;artyku³y biurowe;etykiety;Avery 511;86.905;10.78;0.05;0.37;3.465;59.96445
20988;PL-2014-089634;2020-04-25;krytyczny;2;lotniczy standardowy;ma³e opakowanie;korporacja;K01071;meble;wyposa¿enie wnêtrza;DAX Charcoal/Nickel-Tone Document Frame, 5 x 7;70.07;33.18;0;0.4;13.02;28.07
20989;PL-2014-089634;2020-04-25;krytyczny;1;l¹dowy;wielkie pud³o;korporacja;K01071;meble;sto³y;KI Conference Tables;273.91;248.115;0.04;0.69;312.55;188.9979
20994;PL-2014-090896;2020-04-01;œredni;2;lotniczy ekspresowy;ma³e pude³ko;biuro w domu;K02118;artyku³y biurowe;segregatory;Fellowes PB300 Plastic Comb Binding Machine;2892.015;1357.965;0.02;0.38;69.965;1995.49035
20995;PL-2014-090709;2020-04-08;wysoki;8;l¹dowy;kontener;ma³a firma;K00496;meble;krzes³a;Novimex Fabric Task Chair;1691.34;213.43;0.08;0.7;105;-1323
20996;PL-2014-090709;2020-04-08;wysoki;12;lotniczy standardowy;ma³e pude³ko;ma³a firma;K00497;meble;wyposa¿enie wnêtrza;Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry;435.05;37.24;0.1;0.57;18.06;14.301
20999;PL-2014-091237;2020-03-15;nieokreœlony;4;lotniczy standardowy;woreczek foliowy;biuro w domu;K01484;artyku³y biurowe;akcesoria piœmiennicze;Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set;509.67;127.925;0.09;0.41;48.615;192.22
21001;PL-2014-091243;2020-10-28;nieokreœlony;4;l¹dowy;kontener;biuro w domu;K02041;artyku³y biurowe;przyrz¹dy;"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators";2820.545;728.56;0.1;0.58;238.07;-1101.135
21002;PL-2014-091243;2020-10-28;nieokreœlony;1;lotniczy standardowy;œrednie pude³ko;biuro w domu;K02041;urz¹dzenia techniczne;urz¹dzenia biurowe;Polycom ViewStation™ Adapter H323 Videoconferencing Unit;6812.925;6783.07;0.07;0.38;48.965;-14061.65775
21004;PL-2014-091251;2020-08-10;niski;8;lotniczy ekspresowy;ma³e pude³ko;biuro w domu;K01341;artyku³y biurowe;segregatory;Avery Flip-Chart Easel Binder, Black;659.155;78.33;0;0.38;52.85;-78.128148
21007;PL-2014-089816;2020-04-16;wysoki;3;lotniczy standardowy;ma³e pude³ko;ma³a firma;K03128;artyku³y biurowe;papier;Xerox 1979;338.38;108.43;0.03;0.4;30.59;91.73115
21012;PL-2014-086306;2020-10-15;wysoki;3;lotniczy ekspresowy;ma³e pude³ko;biuro w domu;K00262;urz¹dzenia techniczne;telefony;DPC 650 Piper;997.08;405.965;0.09;0.58;8.75;-1425.424
21018;PL-2014-087414;2020-03-02;nieokreœlony;5;lotniczy standardowy;œrednie pude³ko;ma³a firma;K00064;meble;wyposa¿enie wnêtrza;Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting;1615.915;322.805;0.03;0.67;138.635;-37.3037
21026;PL-2014-091257;2020-05-28;niski;7;lotniczy standardowy;ma³e pude³ko;ma³a firma;K00035;urz¹dzenia techniczne;telefony;StarTAC 7760;1380.295;230.965;0.07;0.59;13.965;579.2535
21029;PL-2014-090960;2020-09-25;nieokreœlony;14;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02639;artyku³y biurowe;segregatory;GBC White Gloss Covers, Plain Front;683.655;50.68;0.09;0.38;22.61;73.19214
21032;PL-2014-090510;2020-05-06;niski;15;lotniczy standardowy;ma³e pude³ko;biuro w domu;K03366;urz¹dzenia techniczne;akcesoria komputerowe;US Robotics 56K V.92 External Faxmodem;5415.095;349.965;0.04;0.52;69.965;3616.83
21033;PL-2014-090510;2020-05-06;niski;1;lotniczy standardowy;œrednie pude³ko;biuro w domu;K03366;urz¹dzenia techniczne;telefony;1726 Digital Answering Machine;71.435;73.465;0.01;0.58;16.835;-349.9265
21034;PL-2014-090510;2020-05-06;niski;13;lotniczy standardowy;ma³e pude³ko;biuro w domu;K03367;artyku³y biurowe;koperty;#10 White Business Envelopes,4 1/8 x 9 1/2;673.75;54.845;0.1;0.38;4.865;464.8875
21035;PL-2014-090510;2020-05-06;niski;10;lotniczy standardowy;woreczek foliowy;biuro w domu;K03367;artyku³y biurowe;spinacze i zszywki;OIC Thumb-Tacks;38.64;3.99;0.07;0.38;2.45;-11.165
21042;PL-2014-086115;2020-04-05;nieokreœlony;12;lotniczy standardowy;ma³e pude³ko;korporacja;K03043;artyku³y biurowe;etykiety;Avery 487;150.605;12.915;0.05;0.38;1.75;103.91745
21043;PL-2014-086115;2020-04-05;nieokreœlony;7;lotniczy standardowy;woreczek foliowy;korporacja;K03043;artyku³y biurowe;no¿yczki i linijki;Serrated Blade or Curved Handle Hand Letter Openers;72.59;10.99;0.08;0.84;6.72;-167.125
21045;PL-2014-091259;2020-04-28;krytyczny;2;lotniczy ekspresowy;woreczek foliowy;osoba fizyczna;K01983;meble;wyposa¿enie wnêtrza;Master Giant Foot® Doorstop, Safety Yellow;57.33;26.565;0.06;0.42;14;-1150.471
21062;PL-2014-088309;2020-07-12;nieokreœlony;1;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02579;urz¹dzenia techniczne;akcesoria komputerowe;Micro Innovations Media Access Pro Keyboard;275.695;271.285;0.03;0.76;14;-538.559
21076;PL-2014-089846;2020-09-23;œredni;21;l¹dowy;kontener;korporacja;K03092;meble;krzes³a;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;11295.55;563.43;0.05;0.62;105;2392.6644
21078;PL-2014-089691;2020-03-09;niski;10;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01347;artyku³y biurowe;papier;Xerox 210;226.73;22.68;0.1;0.37;25.795;-1097.08305
21079;PL-2014-089691;2020-03-09;niski;7;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01347;artyku³y biurowe;teczki;Portfile® Personal File Boxes;440.125;61.95;0.07;0.59;33.145;-3059.021
21092;PL-2014-089272;2020-09-05;œredni;2;lotniczy standardowy;ma³e pude³ko;ma³a firma;K00824;artyku³y biurowe;segregatory;GBC ProClick Spines for 32-Hole Punch;97.965;43.855;0.09;0.38;25.095;2655.975
21093;PL-2014-089272;2020-09-05;œredni;5;lotniczy standardowy;ma³e pude³ko;ma³a firma;K00824;urz¹dzenia techniczne;akcesoria komputerowe;Belkin 105-Key Black Keyboard;339.745;69.93;0.06;0.68;14;260.904
21094;PL-2014-089272;2020-09-05;œredni;25;lotniczy ekspresowy;du¿e pude³ko;ma³a firma;K00824;meble;wyposa¿enie wnêtrza;Electrix Fluorescent Magnifier Lamps & Weighted Base;4140.535;172.69;0.09;0.57;35.875;1161.237
21095;PL-2014-089794;2020-04-23;œredni;8;lotniczy standardowy;woreczek foliowy;korporacja;K03051;artyku³y biurowe;akcesoria piœmiennicze;Quartet Omega® Colored Chalk, 12/Pack;165.41;20.44;0.06;0.38;3.5;114.1329
21104;PL-2014-086585;2020-05-06;wysoki;12;lotniczy standardowy;ma³e pude³ko;biuro w domu;K01139;urz¹dzenia techniczne;akcesoria komputerowe;Adesso Programmable 142-Key Keyboard;6109.565;533.68;0.1;0.79;14;51.975
21105;PL-2014-086585;2020-05-06;wysoki;10;lotniczy standardowy;ma³e opakowanie;biuro w domu;K01139;urz¹dzenia techniczne;akcesoria komputerowe;Imation DVD-RAM discs;1208.62;123.935;0.08;0.43;6.965;833.9478
21115;PL-2014-086256;2020-03-28;wysoki;7;lotniczy ekspresowy;ma³e pude³ko;korporacja;K00546;artyku³y biurowe;koperty;"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes";219.59;30.59;0.05;0.38;29.015;-302.19
21125;PL-2014-088520;2020-08-29;krytyczny;2;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K00125;artyku³y biurowe;segregatory;"Avery® Durable Plastic 1"" Binders";43.645;15.89;0.1;0.36;20.405;-21.793282
21126;PL-2014-088520;2020-08-29;krytyczny;20;lotniczy standardowy;woreczek foliowy;osoba fizyczna;K00126;artyku³y biurowe;akcesoria piœmiennicze;Newell 337;252.595;11.48;0.01;0.56;13.895;-136.95836
21127;PL-2014-086810;2020-07-21;nieokreœlony;1;l¹dowy;kontener;biuro w domu;K03172;meble;krzes³a;Global Enterprise Series Seating High-Back Swivel/Tilt Chairs;981.575;948.43;0.04;0.77;175;-1451.7216
21128;PL-2014-088552;2020-03-28;niski;8;l¹dowy;kontener;korporacja;K03151;meble;krzes³a;Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms;4881.205;633.43;0.07;0.69;105;843.71
21129;PL-2014-088552;2020-03-28;niski;10;lotniczy standardowy;woreczek foliowy;korporacja;K03151;artyku³y biurowe;papier;"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""";376.425;36.085;0.02;0.38;6.265;259.73325
21136;PL-2014-091066;2020-04-28;œredni;9;l¹dowy;kontener;korporacja;K00485;urz¹dzenia techniczne;urz¹dzenia biurowe;Lexmark Z55se Color Inkjet Printer;2774.765;318.395;0.04;0.38;98;1914.58785
21148;PL-2014-091279;2020-05-20;krytyczny;10;lotniczy standardowy;woreczek foliowy;biuro w domu;K02004;meble;wyposa¿enie wnêtrza;Deflect-O® Glasstique™ Clear Desk Accessories;275.1;26.95;0.06;0.52;12.88;-34.23
21159;PL-2014-090090;2020-01-11;niski;10;l¹dowy;kontener;korporacja;K02131;meble;krzes³a;Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs;9843.12;983.43;0.07;0.78;199.5;-1669.164
21160;PL-2014-090090;2020-01-11;niski;4;l¹dowy;kontener;korporacja;K02131;urz¹dzenia techniczne;urz¹dzenia biurowe;Hewlett-Packard cp1700 [D, PS] Series Color Inkjet Printers;6710.725;1753.43;0.08;0.38;98.49;4630.40025
21161;PL-2014-089160;2020-04-17;œredni;10;lotniczy standardowy;ma³e pude³ko;korporacja;K02227;urz¹dzenia techniczne;telefony;2190;1788.745;230.965;0.1;0.56;19.705;1170.855
21172;PL-2014-089190;2020-05-22;niski;6;lotniczy standardowy;ma³e pude³ko;ma³a firma;K02385;urz¹dzenia techniczne;akcesoria komputerowe;Belkin 105-Key Black Keyboard;398.16;69.93;0.08;0.68;14;-188.37
21196;PL-2014-087663;2020-01-13;krytyczny;8;lotniczy standardowy;œrednie pude³ko;korporacja;K00024;artyku³y biurowe;przyrz¹dy;Harmony HEPA Quiet Air Purifiers;314.195;40.95;0.07;0.5;24.36;-308.357
21197;PL-2014-088817;2020-02-02;œredni;5;lotniczy standardowy;ma³e pude³ko;korporacja;K02650;artyku³y biurowe;papier;Xerox 1997;118.615;22.68;0.04;0.37;35.175;-402.5
21202;PL-2014-086945;2020-05-03;œredni;8;lotniczy standardowy;ma³e pude³ko;korporacja;K02018;urz¹dzenia techniczne;telefony;StarTAC Analog;1521.38;230.965;0.1;0.6;31.465;120.267
21204;PL-2014-087566;2020-10-01;nieokreœlony;9;lotniczy standardowy;œrednie pude³ko;osoba fizyczna;K02795;artyku³y biurowe;teczki;Eldon Simplefile® Box Office®;415.24;43.54;0;0.57;21.945;-97.72
21205;PL-2014-087566;2020-10-01;nieokreœlony;5;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02797;artyku³y biurowe;papier;Xerox 1952;98.105;17.43;0.06;0.38;19.215;-97.055
21222;PL-2014-090843;2020-09-25;nieokreœlony;22;lotniczy standardowy;du¿e pude³ko;ma³a firma;K00290;meble;krzes³a;Lifetime Advantage™ Folding Chairs, 4/Carton;17489.36;763.28;0.01;0.57;63.21;11488.8186
21224;PL-2014-090688;2020-02-08;wysoki;5;lotniczy standardowy;ma³e opakowanie;biuro w domu;K02192;meble;wyposa¿enie wnêtrza;"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box";1666.21;347.305;0.05;0.35;31.465;318.906
21225;PL-2014-090688;2020-02-08;wysoki;4;lotniczy standardowy;woreczek foliowy;biuro w domu;K02192;artyku³y biurowe;akcesoria piœmiennicze;SANFORD Major Accent™ Highlighters;102.095;24.78;0.02;0.47;8.225;2.499
21230;PL-2014-089589;2020-04-24;niski;3;lotniczy standardowy;œrednie pude³ko;biuro w domu;K00115;urz¹dzenia techniczne;urz¹dzenia biurowe;Soundgear TeleForum DX Desktop Conference Phone;962.535;337.575;0.07;0.38;48.965;516.6
21231;PL-2014-090749;2020-07-26;niski;6;l¹dowy;kontener;osoba fizyczna;K01480;meble;krzes³a;Hon Multipurpose Stacking Arm Chairs;4659.235;758.1;0.06;0.59;224.7;170.5984
21232;PL-2014-090749;2020-07-26;niski;3;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K01480;artyku³y biurowe;teczki;Rogers® Profile Extra Capacity Storage Tub;181.44;58.59;0.03;0.81;24.64;-191.64768
21246;PL-2014-090626;2020-01-16;wysoki;1;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02688;artyku³y biurowe;papier;Xerox 1937;178.71;168.14;0.02;0.37;20.265;110.1506
21247;PL-2014-090626;2020-01-16;wysoki;4;lotniczy ekspresowy;woreczek foliowy;biuro w domu;K02691;artyku³y biurowe;papier;"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6""";50.855;12.6;0.09;0.39;7.7;-29.5554
21251;PL-2014-087666;2020-07-02;krytyczny;7;lotniczy standardowy;œrednie pude³ko;korporacja;K00025;artyku³y biurowe;przyrz¹dy;3M Office Air Cleaner;610.89;90.93;0.06;0.5;18.795;302.81216
21252;PL-2014-087666;2020-07-02;krytyczny;12;lotniczy standardowy;ma³e pude³ko;korporacja;K00025;artyku³y biurowe;teczki;Dual Level, Single-Width Filing Carts;6434.365;542.71;0.05;0.59;24.745;4439.71185
21255;PL-2014-089246;2020-06-20;nieokreœlony;15;lotniczy standardowy;ma³e pude³ko;osoba fizyczna;K02710;artyku³y biurowe;papier;Xerox 1894;321.055;22.68;0.09;0.37;21.77;-309.568
21259;PL-2014-085962;2020-08-05;œredni;22;lotniczy standardowy;œrednie pude³ko;biuro w domu;K02282;artyku³y biurowe;przyrz¹dy;Holmes Odor Grabber;1109.71;50.47;0.04;0.52;23.625;-32.1286
21261;PL-2014-085962;2020-08-05;œredni;8;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02282;urz¹dzenia techniczne;telefony;Talkabout T8367;1552.075;230.965;0.03;0.56;31.465;-35.357784
21267;PL-2014-088823;2020-05-29;niski;15;lotniczy standardowy;ma³e pude³ko;korporacja;K02812;artyku³y biurowe;segregatory;"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue";275.975;17.185;0.02;0.38;17.395;-198.107
21272;PL-2014-090942;2020-10-27;œredni;16;lotniczy standardowy;ma³e opakowanie;korporacja;K01577;urz¹dzenia techniczne;akcesoria komputerowe;80 Minute CD-R Spindle, 100/Pack - Staples;2341.99;138.18;0.01;0.54;6.965;1317.645
21280;PL-2014-089250;2020-10-28;wysoki;22;lotniczy standardowy;ma³e pude³ko;ma³a firma;K00073;artyku³y biurowe;papier;Xerox 1991;1842.26;79.94;0.02;0.39;28.63;821.38
21285;PL-2014-086987;2020-08-28;wysoki;21;lotniczy ekspresowy;ma³e opakowanie;korporacja;K02784;urz¹dzenia techniczne;akcesoria komputerowe;DS/HD IBM Formatted Diskettes, 200/Pack - Staples;3508.05;167.93;0.02;0.71;12.635;1270.3348
21300;PL-2014-087718;2020-03-12;krytyczny;4;l¹dowy;kontener;korporacja;K00049;urz¹dzenia techniczne;urz¹dzenia biurowe;Hewlett-Packard Deskjet 6122 Color Inkjet Printer;2671.2;703.395;0.06;0.36;54.565;1843.128
21301;PL-2014-091276;2020-10-31;krytyczny;23;lotniczy standardowy;woreczek foliowy;biuro w domu;K00613;artyku³y biurowe;akcesoria piœmiennicze;Newell 320;352.695;14.98;0.06;0.58;5.6;16.065
21303;PL-2014-089728;2020-08-28;nieokreœlony;24;lotniczy standardowy;du¿e pude³ko;biuro w domu;K00333;urz¹dzenia techniczne;kopiarki i faksy;Canon PC-428 Personal Copier;16553.985;699.965;0.09;0.46;85.715;11422.24965
21309;PL-2014-088046;2020-09-24;krytyczny;23;lotniczy standardowy;ma³e pude³ko;korporacja;K02058;urz¹dzenia techniczne;akcesoria komputerowe;Adesso Programmable 142-Key Keyboard;12382.65;533.68;0.03;0.74;22.75;-34.104
21310;PL-2014-088046;2020-09-24;krytyczny;2;lotniczy standardowy;ma³e pude³ko;korporacja;K02058;artyku³y biurowe;etykiety;Avery 494;18.655;9.135;0.1;0.39;1.75;572.04
21311;PL-2014-090595;2020-09-05;nieokreœlony;16;lotniczy standardowy;ma³e pude³ko;korporacja;K00267;urz¹dzenia techniczne;telefony;688;8564.115;685.965;0.1;0.6;14.7;2598.41358
21312;PL-2014-090595;2020-09-05;nieokreœlony;22;lotniczy standardowy;ma³e pude³ko;korporacja;K00267;urz¹dzenia techniczne;telefony;M3682;8326.85;440.965;0.01;0.57;28.28;4619.67786
21315;PL-2014-090253;2020-05-19;wysoki;14;lotniczy ekspresowy;du¿e pude³ko;osoba fizyczna;K01620;artyku³y biurowe;teczki;Safco Industrial Wire Shelving;4879.595;335.965;0;NA;122.5;-2748.76
21316;PL-2014-090278;2020-06-29;nieokreœlony;17;lotniczy standardowy;ma³e pude³ko;korporacja;K00830;urz¹dzenia techniczne;telefony;Phone 918;10255.42;720.965;0.08;0.59;17.5;7076.2398
21322;PL-2014-090865;2020-08-10;wysoki;13;l¹dowy;kontener;ma³a firma;K02426;artyku³y biurowe;teczki;Tennsco Double-Tier Lockers;10786.16;787.57;0.02;0.72;100.31;4169.8202
21331;PL-2014-087925;2020-06-04;nieokreœlony;3;lotniczy standardowy;ma³e pude³ko;biuro w domu;K02545;artyku³y biurowe;segregatory;"Mead 1st Gear 2"" Zipper Binder, Asst. Colors";129.92;45.395;0.1;0.35;5.215;-2000.4446
